" ","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12"
"47443",6,0,0,0,0,0
"47446",128,0,7,0,0,0
"47448",64,0,3,0,0,0
"47449",10,0,0,0,0,0
"47451",11,0,0,0,0,0
"47452",53,0,0,0,0,0
"47453",0,0,0,0,0,0
"47454",74,0,0,0,0,0
"47455",0,0,0,0,0,0
"47456",14,0,0,0,0,0
"47457",0,0,0,0,0,0
"47458",0,0,0,0,0,0
"47459",108,0,0,0,0,0
"47460",171,3,0,0,0,0
"47462",129,0,0,0,0,0
"47464",1,0,0,0,0,0
"47465",5,0,0,0,0,0
"47467",0,0,0,0,0,0
"47468",8,0,0,0,0,0
"47469",21,0,0,0,0,0
"47470",38,0,0,0,0,0
"47471",34,0,0,0,0,0
"47501",185,0,18,0,13,0
"47512",55,0,0,0,0,0
"47513",20,0,0,0,0,0
"47514",28,0,0,0,0,0
"47515",44,0,0,0,0,0
"47516",21,0,0,0,0,0
"47519",7,0,0,0,0,0
"47520",9,0,0,0,0,0
"47521",0,0,0,0,0,0
"47522",1,0,0,0,0,0
"47523",9,0,0,0,0,0
"47524",5,0,0,0,0,0
"47525",0,0,0,0,0,0
"47527",0,0,0,0,0,0
"47528",9,0,0,0,0,0
"47529",11,0,0,0,0,0
"47531",0,0,0,0,0,0
"47532",82,0,0,0,0,0
"47535",0,0,0,0,0,0
"47536",0,0,0,0,0,0
"47537",0,0,0,0,0,0
"47541",4,0,0,0,0,0
"47542",162,11,0,0,0,0
"47546",317,100,0,0,0,0
"47550",13,0,0,0,0,0
"47551",19,0,0,0,0,0
"47552",0,0,0,0,0,0
"47553",90,0,0,0,0,0
"47557",7,0,0,0,0,0
"47558",20,0,0,0,0,0
"47561",2,0,0,0,0,0
"47562",82,0,0,0,0,0
"47564",0,0,0,0,0,0
"47567",36,0,0,0,0,0
"47568",10,0,0,0,0,0
"47574",0,0,0,0,0,0
"47575",0,0,0,0,0,0
"47576",10,0,0,0,0,0
"47577",0,0,0,0,0,0
"47578",2,0,0,0,0,0
"47579",58,10,0,0,0,0
"47580",7,0,0,0,0,0
"47581",0,0,0,0,0,0
"47584",0,0,0,0,0,0
"47585",10,0,0,0,0,0
"47586",213,0,0,0,0,0
"47588",1,0,0,0,0,0
"47590",0,0,0,0,0,0
"47591",159,0,0,0,0,0
"47596",0,0,0,0,0,0
"47597",1,0,0,0,0,0
"47598",48,0,0,0,0,0
"47601",56,16,0,0,0,0
"47610",80,0,0,0,0,0
"47611",26,0,0,0,0,0
"47612",11,0,0,0,0,0
"47613",52,0,0,0,0,0
"47615",15,0,0,0,0,0
"47616",4,0,0,0,0,0
"47619",27,0,0,0,0,0
"47620",242,39,12,0,0,0
"47630",490,18,0,0,25,0
"47631",19,0,0,0,0,0
"47633",51,0,0,0,0,0
"47634",43,3,0,0,0,0
"47635",151,0,0,0,0,0
"47637",18,0,0,0,0,0
"47638",41,0,0,0,0,0
"47639",55,0,0,0,0,0
"47640",1,0,0,0,0,0
"47648",49,0,6,0,0,0
"47649",15,0,0,0,0,0
"47654",0,0,0,0,0,0
"47660",36,0,0,0,0,0
"47665",50,0,0,0,0,0
"47666",25,0,0,0,0,0
"47670",121,28,18,0,0,0
"47683",0,0,0,0,0,0
"47708",0,12,0,0,0,0
"47710",101,0,30,0,0,0
"47711",198,0,3,0,0,0
"47712",177,0,1,0,0,0
"47713",81,0,52,0,0,0
"47714",106,9,101,0,0,0
"47715",216,0,51,0,0,0
"47720",276,13,0,0,0,0
"47725",143,0,20,0,0,0
"47802",231,0,55,0,14,12
"47803",180,3,0,0,0,0
"47804",128,0,24,0,0,0
"47805",115,0,0,0,0,0
"47807",56,0,100,0,0,0
"47809",0,0,0,0,0,0
"47832",1,0,0,0,0,0
"47833",18,0,0,0,0,0
"47834",347,0,0,0,6,0
"47836",0,0,0,0,0,0
"47837",33,0,0,0,0,0
"47838",13,0,8,0,0,0
"47840",16,0,0,0,0,0
"47841",42,0,0,0,0,0
"47842",100,0,0,0,0,0
"47846",0,0,0,0,0,0
"47847",5,0,0,0,0,0
"47848",24,0,0,0,0,0
"47849",9,0,0,0,0,0
"47850",43,0,0,0,0,0
"47853",0,0,0,0,0,0
"47854",10,0,0,0,0,0
"47855",11,0,0,0,0,0
"47857",8,0,0,0,0,0
"47858",0,0,0,0,0,0
"47859",20,0,0,0,0,0
"47860",5,0,0,0,0,0
"47861",0,0,0,0,0,0
"47862",22,0,0,0,0,0
"47863",33,0,0,0,0,0
"47865",0,0,0,0,0,0
"47866",13,0,0,0,0,0
"47868",38,0,0,0,0,0
"47869",0,0,0,0,0,0
"47871",2,0,0,0,0,0
"47872",102,9,84,0,0,0
"47874",79,0,0,0,0,0
"47876",0,0,0,0,0,0
"47879",18,0,0,0,0,0
"47880",0,0,0,0,0,0
"47881",2,0,0,0,0,0
"47882",75,0,0,0,0,0
"47884",5,0,0,0,0,0
"47885",128,0,0,0,0,0
"47901",16,0,0,0,0,0
"47904",127,20,30,0,0,0
"47905",230,42,35,3,0,0
"47906",328,19,0,0,52,0
"47907",0,0,0,0,0,0
"47909",208,80,41,0,14,0
"47916",0,0,0,0,0,0
"47917",18,2,0,0,0,0
"47918",156,0,0,0,0,0
"47920",19,0,0,0,0,0
"47921",10,0,0,0,0,0
"47922",16,0,0,0,0,0
"47923",38,0,0,0,0,0
"47924",0,0,0,0,0,0
"47925",0,0,0,0,0,0
"47926",21,0,0,0,0,0
"47928",45,0,0,0,0,0
"47929",3,0,0,0,0,0
"47930",17,0,0,0,0,0
"47932",49,0,0,0,0,0
"47933",289,47,0,0,0,0
"47940",12,0,0,0,0,0
"47941",9,4,0,0,0,0
"47942",5,0,0,0,0,0
"47943",0,0,0,0,0,0
"47944",83,0,0,0,0,0
"47946",64,4,0,0,0,0
"47948",15,2,0,0,0,0
"47949",27,0,0,0,0,0
"47950",0,0,0,0,0,0
"47951",18,0,0,0,0,0
"47952",48,0,0,0,0,0
"47954",9,0,0,0,0,0
"47955",8,0,0,0,0,0
"47957",0,0,0,0,0,0
"47958",0,0,0,0,0,0
"47959",24,0,0,0,0,0
"47960",129,0,0,0,0,0
"47963",59,0,0,0,0,0
"47964",5,0,0,0,0,0
"47965",10,0,0,0,0,0
"47966",10,0,0,0,0,0
"47967",11,0,0,0,0,0
"47968",10,0,0,0,0,0
"47969",0,0,0,0,0,0
"47970",25,0,0,0,0,0
"47971",3,0,0,0,0,0
"47974",34,0,0,0,0,0
"47975",4,0,0,0,0,0
"47977",5,0,0,0,0,0
"47978",146,0,13,0,0,0
"47980",2,0,0,0,0,0
"47981",9,0,0,0,0,0
"47982",0,0,0,0,0,0
"47983",0,0,0,0,0,0
"47987",54,0,0,0,0,0
"47989",20,0,0,0,0,0
"47990",9,0,0,0,0,0
"47991",23,0,0,0,0,0
"47992",0,0,0,0,0,0
"47993",63,0,0,0,0,0
"47994",0,0,0,0,0,0
"47995",28,7,0,0,0,0
"47997",5,0,0,0,0,0
"48001",111,0,0,8,0,0
"48002",59,0,0,0,0,0
"48003",82,0,0,0,0,0
"48005",93,0,0,0,0,0
"48006",41,0,0,0,0,0
"48009",245,13,53,0,0,0
"48014",55,27,0,0,0,12
"48015",46,0,12,0,0,0
"48017",94,0,0,0,0,0
"48021",230,20,307,0,0,0
"48022",22,0,0,0,0,0
"48023",100,0,0,0,0,0
"48025",182,14,43,0,3,0
"48026",190,11,22,0,0,0
"48027",78,0,0,0,0,0
"48028",22,0,0,0,0,0
"48030",108,0,15,13,0,0
"48032",16,0,0,0,0,0
"48033",20,0,292,1,0,0
"48034",9,11,83,0,0,0
"48035",260,40,41,5,13,0
"48036",122,0,121,0,0,0
"48038",478,36,168,0,11,0
"48039",126,0,0,0,0,0
"48040",155,0,0,0,0,0
"48041",30,0,0,0,0,0
"48042",299,0,44,0,0,0
"48043",83,15,50,0,0,0
"48044",814,47,28,0,16,0
"48045",240,14,13,0,0,0
"48047",522,0,31,0,0,0
"48048",65,0,27,0,0,0
"48049",90,18,0,0,0,0
"48050",12,0,0,0,0,0
"48051",191,0,77,17,0,0
"48054",175,22,0,0,0,0
"48059",184,0,10,0,7,0
"48060",494,19,43,0,0,0
"48062",121,0,0,0,0,0
"48063",117,0,0,0,0,0
"48064",63,6,0,0,0,0
"48065",177,0,11,0,0,0
"48066",540,8,81,14,8,0
"48067",136,19,0,0,0,0
"48069",33,0,0,0,0,0
"48070",49,0,0,0,0,0
"48071",511,0,6,7,0,0
"48072",107,0,11,0,0,0
"48073",294,6,13,0,45,0
"48074",188,20,0,0,0,0
"48075",27,0,387,0,0,0
"48076",161,5,205,0,9,0
"48079",248,0,0,0,0,0
"48080",104,22,0,0,0,0
"48081",282,11,0,0,6,0
"48082",191,0,0,0,0,0
"48083",288,0,4,0,6,0
"48084",149,0,0,0,28,0
"48085",273,6,30,5,100,0
"48088",230,25,9,8,7,0
"48089",242,16,151,0,28,0
"48091",261,41,164,0,40,0
"48092",289,0,57,0,31,0
"48093",200,0,0,0,0,0
"48094",188,20,13,0,0,0
"48095",54,0,0,0,0,0
"48096",41,0,0,0,0,0
"48097",113,20,0,0,0,0
"48098",204,13,1,0,82,0
"48101",455,60,17,0,0,0
"48103",466,27,23,0,50,0
"48104",183,34,88,0,0,0
"48105",226,25,27,0,82,0
"48108",184,86,75,0,8,0
"48109",0,0,0,0,0,0
"48111",422,41,185,0,17,0
"48114",464,22,0,0,0,0
"48116",391,0,27,0,0,0
"48117",140,0,0,0,0,0
"48118",224,29,2,0,4,0
"48120",97,0,9,0,0,0
"48122",186,60,31,0,0,0
"48124",314,9,8,0,5,0
"48125",119,17,35,17,0,0
"48126",556,3,44,0,12,0
"48127",480,23,141,0,18,0
"48128",116,0,0,0,0,0
"48130",72,0,0,0,10,0
"48131",133,0,0,0,0,0
"48133",50,0,0,0,0,0
"48134",227,17,23,8,0,0
"48135",339,0,13,6,37,0
"48137",55,0,0,0,0,0
"48138",123,10,0,0,0,0
"48139",0,0,0,0,0,0
"48140",58,0,0,0,0,0
"48141",69,0,392,0,0,0
"48143",0,0,0,0,0,0
"48144",261,0,0,0,0,0
"48145",43,0,0,0,0,0
"48146",456,71,9,0,0,0
"48150",189,49,13,0,0,0
"48152",376,0,0,0,5,0
"48154",581,0,8,0,11,0
"48157",11,0,0,0,0,0
"48158",136,15,0,0,0,0
"48159",46,0,0,0,0,0
"48160",135,71,15,0,0,0
"48161",226,55,19,12,9,0
"48162",352,7,21,0,0,0
"48164",122,0,0,0,0,0
"48165",26,0,11,0,0,0
"48166",115,19,40,0,0,0
"48167",309,0,0,0,51,0
"48168",229,12,106,0,30,12
"48169",278,0,0,0,0,0
"48170",546,0,6,0,0,0
"48173",239,6,0,0,5,0
"48174",211,0,194,0,55,0
"48176",334,15,4,0,8,0
"48177",0,0,0,0,0,0
"48178",421,87,17,0,0,0
"48179",54,0,0,0,0,0
"48180",765,59,204,0,7,0
"48182",421,0,8,0,0,0
"48183",536,100,33,0,32,0
"48184",224,21,50,0,0,0
"48185",419,41,193,0,0,0
"48186",326,0,182,0,0,0
"48187",616,7,75,0,97,0
"48188",375,22,10,0,99,0
"48189",179,0,0,0,0,0
"48190",0,0,0,0,0,0
"48191",44,0,0,0,0,0
"48192",465,103,0,0,12,0
"48193",183,67,0,0,0,0
"48195",413,15,26,0,38,0
"48197",271,36,298,73,20,0
"48198",221,11,181,11,12,0
"48201",0,0,153,0,0,0
"48202",0,0,245,0,0,0
"48203",13,0,579,0,0,0
"48204",0,1,455,0,0,0
"48205",62,19,549,0,8,0
"48206",20,1,396,0,0,0
"48207",4,0,224,0,0,0
"48208",6,0,110,0,0,0
"48209",74,577,52,0,0,0
"48210",29,251,174,13,0,0
"48211",12,0,73,0,0,0
"48212",142,9,278,0,90,0
"48213",13,0,533,0,0,0
"48214",5,17,407,0,0,0
"48215",0,0,445,0,0,0
"48216",0,51,16,0,0,0
"48217",4,14,159,0,0,0
"48218",9,29,114,0,0,0
"48219",82,0,993,6,0,0
"48220",288,0,68,0,0,0
"48221",0,1,676,0,0,0
"48223",21,22,569,0,0,0
"48224",14,0,669,0,6,0
"48225",139,36,336,0,0,0
"48226",0,0,62,0,0,0
"48227",0,0,1243,0,0,0
"48228",51,9,804,0,0,0
"48229",36,39,96,0,0,0
"48230",288,8,8,0,0,0
"48233",0,0,0,0,0,0
"48234",0,90,642,0,0,0
"48235",2,0,934,0,0,0
"48236",345,0,36,0,0,0
"48237",103,8,426,0,0,0
"48238",0,0,781,0,0,0
"48239",188,15,312,0,0,12
"48240",105,0,328,0,0,0
"48242",0,0,0,0,0,0
"48243",0,0,0,0,0,0
"48301",203,0,22,0,0,0
"48302",214,0,43,0,12,0
"48304",206,0,17,10,3,0
"48306",444,37,37,0,19,0
"48307",375,63,0,0,42,0
"48309",272,0,26,0,31,0
"48310",578,0,26,0,66,0
"48312",313,13,93,0,12,0
"48313",475,76,23,0,0,0
"48314",337,0,6,0,85,0
"48315",366,0,7,0,6,0
"48316",271,0,0,0,0,0
"48317",369,86,100,0,0,0
"48320",32,0,20,0,10,0
"48322",371,12,91,0,38,0
"48323",237,9,105,0,41,0
"48324",263,0,0,0,23,0
"48326",64,20,83,0,0,0
"48327",248,59,3,0,0,0
"48328",233,45,52,39,0,0
"48329",374,23,22,0,0,0
"48331",248,0,119,0,54,0
"48334",96,18,144,0,6,0
"48335",175,0,48,0,3,0
"48336",288,0,35,0,5,0
"48340",117,104,134,0,62,0
"48341",54,35,129,10,0,0
"48342",2,104,116,4,10,0
"48346",407,15,18,0,18,0
"48348",368,17,0,0,6,0
"48350",153,0,0,0,0,0
"48353",67,0,0,0,0,0
"48356",152,0,0,0,0,0
"48357",80,0,0,0,0,0
"48359",136,0,0,0,13,0
"48360",152,0,0,5,0,0
"48362",158,28,0,0,0,0
"48363",105,0,25,0,13,0
"48367",81,0,26,0,0,0
"48370",3,32,0,0,0,0
"48371",272,0,0,0,13,0
"48374",225,25,0,0,47,0
"48375",162,9,50,0,31,0
"48377",78,0,12,0,14,0
"48380",141,0,0,0,0,0
"48381",135,12,0,0,16,0
"48382",282,16,1,0,0,0
"48383",182,6,0,0,8,0
"48386",171,0,0,0,8,0
"48390",253,0,0,0,26,0
"48393",230,4,30,0,8,0
"48397",0,0,0,0,0,0
"48401",13,0,0,0,0,0
"48411",0,0,0,0,0,0
"48412",65,0,0,0,0,0
"48413",101,1,5,0,0,0
"48414",83,0,0,0,0,0
"48415",179,16,0,0,0,0
"48416",69,0,0,0,0,0
"48417",44,0,0,0,0,0
"48418",41,0,0,0,0,0
"48419",22,0,0,0,0,0
"48420",300,5,0,28,0,0
"48421",112,0,0,0,0,0
"48422",115,0,0,0,0,0
"48423",450,25,45,0,19,0
"48426",4,0,0,0,0,0
"48427",55,0,0,0,0,0
"48428",74,0,0,0,0,0
"48429",99,0,0,0,0,0
"48430",468,45,0,0,19,0
"48432",4,0,0,0,0,0
"48433",305,44,17,0,10,0
"48434",0,0,0,0,0,0
"48435",55,0,0,0,0,0
"48436",52,0,0,0,0,0
"48437",5,0,0,0,0,0
"48438",34,0,21,0,0,0
"48439",482,11,66,0,0,0
"48440",0,0,0,0,0,0
"48441",32,0,0,0,0,0
"48442",247,0,36,0,0,0
"48444",75,28,0,0,0,0
"48445",12,0,0,0,0,0
"48446",412,5,16,0,0,0
"48449",20,0,0,0,0,0
"48450",31,0,0,0,0,0
"48451",129,11,0,0,0,0
"48453",34,0,0,0,0,0
"48454",25,0,0,0,0,0
"48455",161,0,0,0,0,0
"48456",8,0,0,0,0,0
"48457",196,20,0,0,0,0
"48458",253,10,110,15,0,0
"48460",19,0,0,0,0,0
"48461",92,6,5,0,0,0
"48462",232,0,0,14,0,0
"48463",55,3,0,0,0,0
"48464",17,3,0,0,0,0
"48465",3,0,0,0,0,0
"48466",23,0,0,0,0,0
"48467",23,0,0,0,0,0
"48468",8,2,0,0,0,0
"48469",6,0,0,0,0,0
"48470",6,0,0,0,0,0
"48471",57,12,0,0,0,0
"48472",26,0,0,0,0,0
"48473",336,0,30,0,0,0
"48475",40,0,0,0,0,0
"48476",18,0,0,0,0,0
"48502",0,0,15,0,0,0
"48503",60,28,153,0,0,0
"48504",74,34,493,0,34,0
"48505",47,18,626,0,0,0
"48506",257,27,97,0,0,0
"48507",178,9,117,30,0,0
"48509",44,22,0,0,0,0
"48519",30,0,0,0,0,0
"48529",134,0,12,0,0,0
"48532",209,8,38,0,20,0
"48551",0,0,0,0,0,0
"48553",0,0,0,0,0,0
"48554",0,0,0,0,0,0
"48601",71,53,416,0,0,0
"48602",131,47,258,0,0,0
"48603",324,4,21,0,25,0
"48604",128,22,144,0,2,0
"48607",2,0,15,0,0,0
"48609",172,6,3,0,0,0
"48610",56,0,0,0,0,0
"48611",125,0,0,0,0,0
"48612",86,2,0,0,0,0
"48613",13,0,0,0,0,0
"48614",14,2,0,0,0,0
"48615",25,0,0,0,0,0
"48616",119,4,0,0,0,0
"48617",65,0,0,0,0,0
"48618",61,0,0,0,0,0
"48619",2,0,0,0,0,0
"48621",7,0,0,0,0,0
"48622",95,0,0,0,0,0
"48623",219,0,30,0,0,0
"48624",198,5,0,2,0,0
"48625",171,11,0,9,0,0
"48626",138,0,0,0,0,0
"48627",0,0,0,0,0,0
"48628",14,0,0,0,0,0
"48629",78,0,0,0,22,0
"48630",0,0,0,0,0,0
"48631",60,0,0,0,0,0
"48632",35,0,0,0,0,0
"48633",0,0,0,0,0,0
"48634",61,5,0,0,0,0
"48635",8,0,0,0,0,0
"48636",0,0,0,0,0,0
"48637",55,0,0,0,0,0
"48638",158,11,0,0,0,0
"48640",397,19,0,0,33,0
"48642",408,0,20,0,48,0
"48647",20,0,0,0,0,0
"48649",37,0,0,0,0,0
"48650",94,0,0,0,0,0
"48651",41,0,0,0,0,0
"48652",13,0,0,0,0,0
"48653",60,0,10,0,0,0
"48654",18,3,0,0,0,0
"48655",71,0,0,0,0,0
"48656",21,0,0,0,0,0
"48657",99,19,0,2,12,0
"48658",65,4,0,0,0,0
"48659",15,3,0,0,0,0
"48661",136,21,0,0,0,0
"48662",6,3,0,0,0,0
"48667",0,0,0,0,0,0
"48701",19,6,1,0,0,0
"48703",19,0,0,0,0,0
"48705",0,0,0,0,0,0
"48706",559,0,0,0,11,0
"48708",250,56,43,0,4,0
"48710",0,0,0,0,0,0
"48720",13,0,0,0,0,0
"48721",0,0,0,0,0,0
"48722",10,0,15,0,0,0
"48723",148,0,0,0,0,0
"48724",0,0,0,0,0,0
"48725",17,0,0,0,0,0
"48726",168,13,0,6,0,0
"48727",19,0,0,0,0,0
"48728",0,0,0,0,0,0
"48729",31,0,0,0,0,0
"48730",68,0,0,0,0,0
"48731",31,0,0,0,0,0
"48732",144,0,1,0,8,0
"48733",34,6,0,0,0,0
"48734",48,0,0,5,0,0
"48735",10,6,0,0,0,0
"48737",4,2,0,0,0,0
"48738",12,0,0,0,0,0
"48739",37,0,0,0,0,0
"48740",21,0,0,0,0,0
"48741",23,0,0,0,0,0
"48742",22,0,0,0,0,0
"48743",0,0,0,0,0,0
"48744",55,0,0,0,0,0
"48745",23,0,0,0,0,0
"48746",140,0,0,0,0,0
"48747",18,0,0,0,0,0
"48748",16,0,0,0,0,0
"48749",3,0,0,0,0,0
"48750",65,0,0,0,0,0
"48754",17,0,0,0,0,0
"48755",18,0,0,0,0,0
"48756",97,9,0,0,11,0
"48757",40,0,0,0,0,0
"48759",27,0,0,0,0,0
"48760",16,0,0,0,0,0
"48761",6,0,0,0,0,0
"48762",7,0,0,0,0,0
"48763",60,0,0,15,0,0
"48765",0,0,0,0,0,0
"48766",20,0,0,0,0,0
"48767",34,5,0,0,0,0
"48768",167,0,29,0,0,0
"48770",27,0,0,0,0,0
"48801",135,30,0,0,0,0
"48806",23,0,0,0,0,0
"48807",4,3,0,0,0,0
"48808",123,24,0,0,0,0
"48809",196,30,0,0,3,0
"48811",39,9,38,0,0,0
"48813",281,5,13,3,0,0
"48815",34,0,0,0,0,0
"48816",4,0,0,0,0,0
"48817",118,0,0,0,0,0
"48818",27,0,0,0,0,0
"48819",61,0,0,0,0,0
"48820",226,7,0,0,16,0
"48821",16,0,0,0,0,0
"48822",61,0,0,0,0,0
"48823",223,0,60,0,0,0
"48825",0,0,0,0,0,0
"48827",279,18,0,0,0,0
"48829",25,0,0,0,0,0
"48831",48,0,0,0,0,0
"48832",3,0,0,0,0,0
"48834",39,0,0,0,0,0
"48835",36,0,0,0,0,0
"48836",248,6,0,0,0,0
"48837",355,0,0,0,0,0
"48838",169,4,0,0,0,0
"48840",174,0,13,0,25,0
"48841",3,0,0,0,0,0
"48842",290,19,0,0,23,0
"48843",529,38,0,0,0,0
"48845",8,0,0,0,0,0
"48846",221,16,112,0,0,0
"48847",66,0,0,2,0,0
"48848",109,5,0,0,0,0
"48849",70,0,0,0,0,0
"48850",59,0,0,0,0,0
"48851",48,0,0,0,0,0
"48852",0,0,0,0,0,0
"48853",3,4,0,0,0,0
"48854",148,10,14,0,0,0
"48855",234,34,5,0,20,0
"48856",11,0,0,0,0,0
"48857",17,0,0,0,0,0
"48858",286,63,21,8,3,0
"48860",0,0,0,0,0,0
"48861",15,6,0,0,0,0
"48864",167,11,52,0,17,0
"48865",57,0,0,0,0,0
"48866",130,21,0,0,0,0
"48867",434,0,12,0,0,0
"48870",0,0,0,0,0,0
"48871",19,0,0,0,0,0
"48872",111,0,0,0,0,0
"48873",32,0,0,0,0,0
"48874",0,0,0,0,0,0
"48875",240,0,0,0,0,0
"48876",91,9,4,0,0,0
"48877",71,7,0,0,0,0
"48878",20,0,0,0,0,0
"48879",256,29,0,0,0,0
"48880",135,6,46,1,0,0
"48881",65,0,0,0,0,0
"48883",82,5,0,1,0,0
"48884",39,0,0,0,0,0
"48885",18,0,0,0,0,0
"48886",13,0,0,0,0,0
"48888",61,23,10,0,0,0
"48889",18,0,0,0,0,0
"48890",22,0,0,0,0,0
"48891",82,5,0,0,0,0
"48892",81,7,0,0,0,0
"48893",93,0,0,6,0,0
"48894",17,0,0,0,0,0
"48895",136,0,0,0,0,0
"48896",0,0,0,0,0,0
"48897",17,0,0,0,0,0
"48906",164,79,48,0,26,0
"48910",203,69,79,17,0,0
"48911",174,100,288,0,29,0
"48912",85,8,138,0,0,0
"48915",44,5,26,27,23,0
"48917",213,43,57,0,10,0
"48921",0,0,0,0,0,0
"48933",0,0,0,0,0,0
"49001",72,10,114,0,0,0
"49002",188,12,32,0,9,0
"49004",60,23,33,0,8,0
"49006",60,0,203,0,0,0
"49007",9,8,110,8,0,0
"49008",69,11,9,0,0,0
"49009",320,31,70,0,15,0
"49010",186,8,23,0,0,0
"49011",26,0,0,0,0,0
"49012",34,2,1,0,0,0
"49013",39,45,34,0,0,0
"49014",194,14,59,0,0,0
"49015",184,13,77,0,0,0
"49017",171,13,9,0,0,0
"49021",68,2,0,0,0,0
"49022",75,0,356,0,0,0
"49024",245,21,0,0,0,0
"49026",28,8,0,0,0,0
"49027",2,0,0,0,0,0
"49028",143,3,1,0,0,0
"49029",55,0,0,0,0,0
"49030",18,0,0,0,0,0
"49031",115,0,11,0,0,0
"49032",71,6,0,0,0,0
"49033",16,0,0,0,0,0
"49034",42,14,0,0,0,0
"49036",265,33,97,0,12,0
"49037",123,65,88,0,5,0
"49038",117,0,17,27,0,0
"49040",49,0,0,0,0,0
"49042",55,0,6,0,0,0
"49043",11,77,12,0,0,0
"49045",70,0,13,0,0,0
"49046",140,1,0,0,0,0
"49047",177,0,106,0,0,0
"49048",181,46,188,16,0,0
"49050",9,0,0,0,0,0
"49051",33,0,0,0,0,0
"49052",3,4,0,0,0,0
"49053",55,0,0,0,0,0
"49055",85,0,0,0,0,0
"49056",43,10,0,0,0,0
"49057",57,23,0,6,0,0
"49058",314,0,0,0,0,0
"49060",0,0,0,0,0,0
"49061",3,0,2,0,0,0
"49064",42,15,0,0,0,0
"49065",124,2,0,0,0,0
"49066",2,0,0,0,0,0
"49067",62,13,6,11,0,0
"49068",160,0,0,0,9,0
"49070",18,0,0,0,0,0
"49071",159,0,0,0,0,0
"49072",47,0,0,0,0,0
"49073",83,0,3,0,0,0
"49074",9,0,0,0,0,0
"49075",0,0,0,0,0,0
"49076",55,0,4,0,0,0
"49078",166,0,0,0,0,0
"49079",152,9,0,0,0,0
"49080",255,12,0,0,0,0
"49082",79,0,0,0,0,0
"49083",134,0,0,0,0,0
"49084",0,0,0,0,0,0
"49085",241,0,0,0,20,0
"49087",82,0,0,0,0,0
"49088",3,0,0,0,0,0
"49089",77,0,0,0,0,0
"49090",162,33,33,0,0,0
"49091",172,116,0,0,12,0
"49092",36,0,0,0,0,0
"49093",201,0,25,0,10,0
"49094",72,0,0,0,0,0
"49095",38,0,0,0,0,0
"49096",36,0,0,0,0,0
"49097",64,0,0,0,0,0
"49098",48,3,0,0,0,0
"49099",160,0,0,0,0,0
"49101",30,3,6,0,0,0
"49102",26,0,7,0,0,0
"49103",91,9,59,0,0,0
"49104",0,0,0,0,0,0
"49106",55,0,0,0,0,0
"49107",111,0,0,0,0,0
"49111",90,11,0,0,0,0
"49112",154,0,10,0,39,0
"49113",13,1,0,0,0,0
"49115",0,0,0,0,0,0
"49116",0,0,0,0,0,0
"49117",20,0,0,0,0,0
"49119",0,0,0,0,0,0
"49120",431,80,0,0,6,0
"49125",15,0,0,0,0,0
"49126",36,4,0,0,0,0
"49127",66,0,0,0,0,0
"49128",60,0,0,0,0,0
"49129",0,0,0,0,0,0
"49130",21,0,0,0,0,0
"49201",643,50,121,27,0,0
"49202",35,23,12,7,0,0
"49203",372,34,89,1,0,0
"49220",7,0,0,0,0,0
"49221",358,158,63,19,0,0
"49224",68,11,91,0,0,0
"49227",18,0,0,0,0,0
"49228",57,0,0,0,0,0
"49229",28,10,10,0,0,0
"49230",120,0,25,0,0,0
"49232",41,0,0,0,0,0
"49233",13,3,0,0,0,0
"49234",56,0,0,0,0,0
"49235",34,7,0,0,0,0
"49236",89,1,8,0,0,0
"49237",45,0,0,0,0,0
"49238",21,0,0,0,0,0
"49240",171,0,0,0,0,0
"49241",64,0,0,0,0,0
"49242",192,0,8,0,0,0
"49245",59,0,0,0,0,0
"49246",49,0,0,0,0,0
"49247",67,9,0,0,0,0
"49248",3,3,0,0,0,0
"49249",17,0,0,0,0,0
"49250",113,0,22,0,0,0
"49251",94,13,0,0,0,0
"49252",34,4,0,0,0,0
"49253",24,0,0,0,0,0
"49254",34,0,0,0,0,0
"49255",32,0,0,0,0,0
"49256",64,0,0,0,0,0
"49259",37,0,0,6,0,0
"49261",45,0,0,0,0,0
"49262",39,0,0,0,0,0
"49263",0,0,0,0,0,0
"49264",49,12,0,0,0,0
"49265",97,0,0,0,0,0
"49266",33,0,0,0,0,0
"49267",68,2,0,0,0,0
"49268",6,0,0,0,0,0
"49269",134,0,0,0,0,0
"49270",84,0,0,0,0,0
"49271",25,3,0,0,0,0
"49272",42,0,0,0,0,0
"49274",62,0,0,0,0,0
"49276",19,0,7,0,0,0
"49277",51,0,0,0,0,0
"49279",12,0,4,0,0,0
"49282",0,0,0,0,0,0
"49283",47,0,0,0,0,0
"49284",45,0,0,0,0,0
"49285",86,33,0,3,0,0
"49286",294,0,0,0,0,0
"49287",26,0,0,0,0,0
"49288",21,0,0,0,0,0
"49289",0,0,0,0,0,0
"49301",330,0,11,0,25,0
"49302",121,0,0,0,4,0
"49303",12,0,0,0,0,0
"49304",10,24,64,2,0,0
"49305",28,0,0,0,0,0
"49306",148,0,0,0,0,0
"49307",187,0,9,0,0,0
"49309",31,0,0,0,0,0
