" ","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12"
"45241",120,31,83,0,14,0
"45242",200,0,39,0,21,0
"45243",237,0,0,0,0,0
"45244",444,21,0,0,0,0
"45245",314,0,0,0,0,0
"45246",39,6,72,0,20,0
"45247",227,0,0,0,0,0
"45248",331,0,0,0,23,0
"45249",106,11,4,0,11,0
"45251",309,20,120,0,0,0
"45252",21,0,0,0,0,0
"45255",271,0,0,0,0,0
"45301",0,0,0,0,0,0
"45302",66,0,0,0,0,0
"45303",27,1,0,0,0,0
"45304",76,14,0,0,0,0
"45305",145,21,0,0,0,0
"45306",23,7,0,0,0,0
"45307",8,0,0,0,2,0
"45308",39,0,0,0,0,0
"45309",90,0,0,0,0,0
"45310",0,0,0,0,0,0
"45311",86,0,15,0,0,0
"45312",42,0,0,0,0,0
"45314",55,4,0,0,0,0
"45315",16,0,9,0,0,0
"45316",7,0,0,0,0,0
"45317",7,0,0,0,0,0
"45318",47,0,0,0,0,0
"45319",3,0,0,0,0,0
"45320",241,0,0,0,0,0
"45321",13,0,0,0,0,0
"45322",261,0,109,0,29,0
"45323",96,10,0,0,0,0
"45324",263,0,26,0,29,0
"45325",24,4,0,0,0,0
"45326",15,0,0,0,0,0
"45327",91,0,0,0,0,0
"45328",6,0,0,0,0,0
"45330",29,0,0,0,0,0
"45331",306,14,2,0,0,0
"45332",0,0,0,0,0,0
"45333",19,0,0,0,0,0
"45334",39,0,0,0,0,0
"45335",49,0,4,0,0,0
"45336",0,0,0,0,0,0
"45337",12,0,0,0,0,0
"45338",91,0,0,0,0,0
"45339",0,0,1,0,0,0
"45340",7,0,0,0,0,0
"45341",76,0,0,0,0,0
"45342",319,13,33,0,17,0
"45344",280,22,0,0,23,0
"45345",47,0,0,0,0,0
"45346",36,0,0,0,0,0
"45347",100,0,0,0,0,0
"45348",22,1,0,0,0,0
"45349",1,0,0,0,0,0
"45350",2,0,0,0,0,0
"45351",0,0,1,0,0,0
"45352",0,0,0,0,0,0
"45353",8,0,0,0,0,0
"45354",7,0,0,0,0,0
"45356",288,10,10,0,22,0
"45358",0,0,0,0,0,0
"45359",33,0,0,0,0,0
"45360",0,0,0,0,0,0
"45361",0,0,0,0,0,0
"45362",14,0,0,0,0,0
"45363",24,0,0,0,0,0
"45365",443,15,11,9,0,0
"45368",78,0,0,0,0,0
"45369",78,0,0,0,0,0
"45370",110,0,0,0,0,0
"45371",306,11,0,0,0,0
"45372",18,0,0,0,0,0
"45373",422,0,58,0,0,0
"45377",299,0,0,0,0,0
"45378",7,0,0,0,0,0
"45380",72,0,0,0,0,0
"45381",77,0,0,0,0,0
"45382",30,0,0,0,0,0
"45383",47,0,0,0,0,0
"45384",0,0,0,0,0,0
"45385",335,0,107,0,0,0
"45387",46,0,0,0,0,0
"45388",1,0,0,0,0,0
"45389",11,0,0,0,0,0
"45390",52,0,0,0,0,0
"45402",31,35,187,0,0,0
"45403",92,49,81,0,0,0
"45404",87,0,0,0,0,0
"45405",50,0,348,0,0,0
"45406",11,0,255,0,0,0
"45409",73,0,43,0,0,0
"45410",122,25,0,0,0,0
"45414",107,0,124,0,11,0
"45415",113,0,30,0,0,0
"45416",17,0,69,0,0,0
"45417",126,8,620,0,0,0
"45418",3,0,50,0,0,0
"45419",119,0,0,0,0,0
"45420",176,35,10,0,0,0
"45424",605,40,101,0,30,0
"45426",8,0,295,0,0,0
"45428",0,0,28,0,0,0
"45429",232,27,31,0,0,0
"45430",227,0,0,0,8,0
"45431",140,21,11,0,10,0
"45432",230,14,0,0,0,0
"45433",0,0,0,0,0,0
"45434",76,0,2,0,51,0
"45439",87,0,0,0,0,0
"45440",112,0,14,0,0,0
"45449",177,0,39,0,0,0
"45458",293,11,5,0,70,0
"45459",214,0,8,0,6,0
"45502",180,14,0,0,0,0
"45503",388,3,10,0,0,0
"45504",189,0,15,0,0,0
"45505",184,0,99,0,0,0
"45506",32,0,101,0,0,0
"45601",628,21,179,9,0,0
"45612",50,0,5,0,0,0
"45613",83,0,0,0,0,0
"45614",0,22,47,0,0,0
"45616",15,0,0,0,0,0
"45617",0,0,0,0,0,0
"45618",0,0,0,0,0,0
"45619",132,0,0,0,0,0
"45620",12,0,0,0,0,0
"45621",3,0,0,0,0,0
"45622",0,0,0,0,0,0
"45623",54,0,0,0,0,0
"45624",0,0,0,0,0,0
"45628",89,0,0,0,0,0
"45629",52,0,34,0,0,0
"45630",0,0,0,0,0,0
"45631",200,0,19,0,0,0
"45634",10,0,0,0,0,0
"45636",0,0,0,0,0,0
"45638",349,0,51,0,9,0
"45640",238,8,0,0,0,0
"45642",0,0,0,0,0,0
"45644",38,0,0,0,0,0
"45645",38,0,0,0,0,0
"45646",0,0,0,0,0,0
"45647",20,0,0,0,0,0
"45648",121,0,12,0,0,0
"45650",0,0,0,0,0,0
"45651",103,0,0,0,0,0
"45652",0,0,0,0,0,0
"45653",74,5,0,0,0,0
"45654",27,0,0,0,0,0
"45656",62,0,0,0,0,0
"45657",0,0,0,0,0,0
"45658",6,0,0,0,0,0
"45659",21,0,4,0,0,0
"45660",80,0,0,0,0,0
"45661",46,0,0,0,0,0
"45662",250,0,49,0,0,0
"45663",86,0,0,0,0,0
"45669",120,0,0,0,0,0
"45671",0,0,0,0,0,0
"45672",65,0,0,0,0,0
"45673",0,0,0,0,0,0
"45674",0,0,0,0,0,0
"45678",48,0,0,0,0,0
"45679",49,0,0,0,0,0
"45680",127,0,0,0,0,0
"45681",28,0,0,0,0,0
"45682",19,0,0,0,0,0
"45684",31,0,0,0,0,0
"45685",13,0,0,0,0,0
"45686",75,0,0,0,0,0
"45688",7,0,0,0,0,0
"45690",232,0,1,15,3,0
"45692",120,0,0,0,0,0
"45693",154,0,8,0,0,0
"45694",164,0,0,0,0,0
"45695",27,0,0,0,0,0
"45696",14,0,0,0,0,0
"45697",49,0,0,0,0,0
"45698",0,0,0,0,0,0
"45701",25,46,0,0,0,0
"45710",84,0,0,0,0,0
"45711",14,0,0,0,0,0
"45714",162,0,0,0,0,0
"45715",19,0,0,0,0,0
"45716",9,0,0,0,0,0
"45719",0,0,0,0,0,0
"45721",0,0,0,0,0,0
"45723",98,0,0,0,0,0
"45724",21,0,0,0,0,0
"45727",22,0,0,0,0,0
"45729",7,0,0,0,0,0
"45732",18,0,0,0,0,0
"45734",0,0,0,0,0,0
"45735",9,0,0,0,0,0
"45740",0,0,0,0,0,0
"45741",15,0,0,0,0,0
"45742",13,0,0,0,0,0
"45743",9,0,0,0,0,0
"45744",33,0,0,0,0,0
"45745",15,0,0,0,0,0
"45746",7,0,0,0,0,0
"45750",289,44,0,0,0,0
"45760",41,4,0,0,0,0
"45761",13,0,0,0,0,0
"45764",119,0,0,0,0,0
"45766",65,0,0,0,0,0
"45767",16,0,0,0,0,0
"45768",8,0,0,0,0,0
"45769",46,0,0,0,0,0
"45770",10,0,0,0,0,0
"45771",46,0,0,0,0,0
"45772",45,13,0,0,0,0
"45773",22,0,0,0,0,0
"45775",14,0,0,0,0,0
"45776",0,0,0,0,0,0
"45778",0,0,0,0,0,0
"45779",14,0,0,0,0,0
"45780",2,0,0,0,0,0
"45782",7,2,0,0,0,0
"45784",33,0,0,0,0,0
"45786",91,0,0,0,0,0
"45787",0,0,0,0,0,0
"45788",0,14,0,0,0,0
"45789",0,0,0,0,0,0
"45801",220,6,111,0,0,0
"45804",153,78,73,0,0,0
"45805",276,0,45,0,0,0
"45806",120,0,0,0,0,0
"45807",169,0,0,0,0,0
"45808",7,0,0,0,0,0
"45809",0,0,0,0,0,0
"45810",54,0,0,0,0,0
"45812",19,0,0,0,0,0
"45813",37,0,0,0,0,0
"45814",43,0,0,0,0,0
"45816",6,0,0,0,0,0
"45817",110,0,0,0,0,0
"45819",2,0,0,0,0,0
"45820",8,0,0,0,0,0
"45821",6,0,0,0,0,0
"45822",324,0,0,0,5,0
"45826",0,0,0,0,0,0
"45827",22,0,0,0,0,0
"45828",92,0,2,0,0,0
"45830",89,4,0,0,0,0
"45831",142,0,0,0,0,0
"45832",78,5,0,0,0,0
"45833",198,0,0,0,0,0
"45835",0,0,0,0,0,0
"45836",23,0,0,0,0,0
"45838",1,0,0,0,0,0
"45840",440,95,0,0,0,0
"45841",12,0,0,0,0,0
"45843",17,0,2,0,0,0
"45844",21,3,0,0,0,0
"45845",46,0,0,0,0,0
"45846",100,0,0,0,0,0
"45849",22,0,0,0,0,0
"45850",34,0,0,0,0,0
"45851",5,0,0,0,0,0
"45853",17,0,0,0,0,0
"45854",3,0,0,0,0,0
"45855",0,0,0,0,0,0
"45856",49,48,0,0,0,0
"45858",9,0,0,0,0,0
"45859",10,0,0,0,0,0
"45860",55,0,0,0,0,0
"45861",7,0,0,0,0,0
"45862",27,0,0,0,0,0
"45863",10,0,0,0,0,0
"45864",3,0,0,0,0,0
"45865",80,0,0,0,0,0
"45866",4,0,0,0,0,0
"45867",21,0,0,0,0,0
"45868",23,0,0,0,0,0
"45869",57,0,0,0,0,0
"45870",0,0,0,0,0,0
"45871",25,0,0,0,0,0
"45872",47,16,0,0,0,0
"45873",14,0,0,0,0,0
"45874",48,0,0,0,0,0
"45875",82,0,6,0,0,0
"45876",15,0,0,0,0,0
"45877",22,0,20,0,0,0
"45879",98,0,0,0,0,0
"45880",25,9,0,0,0,0
"45881",18,0,0,0,0,0
"45882",77,0,1,0,0,0
"45883",38,0,0,0,0,0
"45884",0,0,0,0,0,0
"45885",161,4,0,0,0,0
"45886",7,0,0,0,0,0
"45887",51,0,0,0,0,0
"45888",0,0,0,0,0,0
"45889",15,0,0,0,0,0
"45890",6,0,0,0,0,0
"45891",158,11,7,0,0,0
"45894",0,0,0,0,0,0
"45895",182,7,0,0,0,0
"45896",37,0,0,0,0,0
"45897",0,0,0,0,0,0
"45898",27,0,0,0,0,0
"45899",6,0,0,0,0,0
"46001",167,0,19,0,0,0
"46011",166,0,39,0,0,0
"46012",201,16,0,0,9,0
"46013",167,10,0,0,0,0
"46016",131,30,51,0,0,0
"46017",47,0,0,0,0,0
"46030",16,8,0,0,0,0
"46031",131,0,0,0,0,0
"46032",605,62,0,0,37,0
"46033",715,10,0,0,13,0
"46034",53,0,0,0,0,0
"46035",8,0,0,0,0,0
"46036",91,0,0,0,0,0
"46037",396,23,110,0,37,0
"46038",531,54,58,0,49,0
"46039",0,0,0,0,0,0
"46040",183,20,0,0,0,0
"46041",325,41,62,0,0,0
"46044",35,0,0,0,0,0
"46045",0,0,0,0,0,0
"46047",0,0,0,0,0,0
"46048",34,0,0,0,0,0
"46049",3,0,0,0,0,0
"46050",21,0,0,0,0,0
"46051",52,0,0,0,0,0
"46052",227,7,0,0,45,0
"46055",83,0,100,0,0,0
"46056",66,0,0,0,0,0
"46057",6,0,0,0,0,0
"46058",3,4,0,0,0,0
"46060",309,47,14,0,0,0
"46062",465,12,0,0,10,0
"46063",4,0,0,0,0,0
"46064",204,0,77,0,0,0
"46065",84,2,0,0,0,0
"46068",17,0,0,0,0,0
"46069",95,7,8,0,0,0
"46070",16,0,0,0,0,0
"46071",64,0,0,0,0,0
"46072",153,0,0,0,0,0
"46074",306,0,0,0,0,0
"46075",55,0,0,0,0,0
"46076",25,0,0,0,0,0
"46077",444,13,19,10,14,0
"46103",12,0,0,0,0,0
"46104",9,0,0,0,0,0
"46105",63,0,0,0,0,0
"46106",49,0,0,0,0,0
"46107",125,10,0,0,0,0
"46110",0,0,0,0,0,0
"46111",4,0,0,0,0,0
"46112",387,0,56,0,0,0
"46113",62,0,77,0,0,0
"46115",25,0,0,0,0,0
"46117",0,0,0,0,0,0
"46118",120,0,17,0,0,0
"46120",0,0,0,0,0,0
"46121",128,0,0,0,0,0
"46122",222,0,0,0,17,0
"46123",521,9,42,0,0,0
"46124",192,8,0,0,0,0
"46125",0,0,0,0,0,0
"46126",57,0,0,0,0,0
"46127",0,0,0,0,0,0
"46128",18,0,0,0,0,0
"46130",20,0,0,0,0,0
"46131",281,0,7,0,12,0
"46133",22,0,0,0,0,0
"46135",291,0,73,0,0,0
"46140",376,14,0,0,0,0
"46142",506,0,0,0,0,0
"46143",634,72,0,0,45,0
"46144",0,0,0,0,0,0
"46146",0,0,0,0,0,0
"46147",57,3,0,0,0,0
"46148",65,0,0,0,0,0
"46149",27,0,0,0,0,0
"46150",9,0,0,0,0,0
"46151",406,28,20,0,0,0
"46155",13,0,0,0,0,0
"46156",0,0,0,0,0,0
"46157",85,0,0,0,0,0
"46158",219,0,0,0,0,0
"46160",78,0,0,0,0,0
"46161",49,0,0,0,0,0
"46162",0,0,0,0,0,0
"46163",176,0,0,0,0,0
"46164",98,0,0,0,0,0
"46165",18,0,0,0,0,0
"46166",43,0,0,0,0,0
"46167",123,10,0,0,19,0
"46168",449,14,106,0,15,0
"46171",78,0,0,0,0,0
"46172",14,0,0,0,0,0
"46173",116,0,0,0,0,0
"46175",8,0,0,0,0,0
"46176",352,21,1,30,0,0
"46180",28,0,0,0,0,0
"46181",80,0,0,0,0,0
"46182",27,0,0,0,0,0
"46183",0,0,0,0,0,0
"46184",122,0,0,0,0,0
"46186",12,0,0,0,0,0
"46201",111,116,67,17,16,0
"46202",13,0,50,0,0,0
"46203",259,53,66,7,0,0
"46204",7,0,32,0,0,0
"46205",45,0,294,0,0,0
"46208",51,11,151,0,0,0
"46214",163,33,75,0,25,0
"46216",0,0,0,0,0,0
"46217",285,16,0,0,0,0
"46218",56,0,425,0,0,0
"46219",312,58,123,0,10,0
"46220",208,22,13,0,32,0
"46221",378,5,0,0,0,0
"46222",59,81,311,0,0,0
"46224",177,211,170,0,0,0
"46225",55,0,0,0,0,0
"46226",126,10,678,0,0,0
"46227",524,137,63,0,52,0
"46228",97,8,108,0,17,0
"46229",296,56,179,0,12,0
"46231",72,36,92,0,0,0
"46234",318,24,23,0,0,0
"46235",48,30,613,0,0,0
"46236",431,35,15,0,0,0
"46237",425,18,129,0,45,0
"46239",355,0,70,13,13,0
"46240",114,0,32,0,0,0
"46241",219,41,21,0,5,0
"46250",71,14,37,0,0,0
"46254",51,44,417,12,0,0
"46256",173,14,180,0,13,0
"46259",192,0,0,0,33,0
"46260",201,103,95,0,0,0
"46268",30,30,295,24,0,0
"46278",54,0,109,0,0,0
"46280",109,0,24,0,0,0
"46290",0,0,0,0,0,0
"46301",4,0,0,0,0,0
"46303",189,42,11,0,0,0
"46304",310,18,0,0,0,0
"46307",563,84,39,0,19,0
"46310",196,76,0,0,0,0
"46311",253,95,0,8,63,0
"46312",5,318,234,0,0,0
"46319",131,66,0,9,0,0
"46320",30,84,187,0,0,0
"46321",245,14,10,0,16,0
"46322",226,34,30,0,10,0
"46323",94,99,51,0,0,0
"46324",137,224,140,0,0,0
"46327",38,52,0,0,0,0
"46340",0,0,0,0,0,0
"46341",104,0,0,0,0,0
"46342",196,58,39,0,0,0
"46345",2,0,0,0,0,0
"46346",7,0,0,0,0,0
"46347",59,0,0,0,0,0
"46348",19,0,0,0,0,0
"46349",17,0,0,0,0,0
"46350",425,20,14,0,0,0
"46356",279,83,0,0,0,0
"46360",464,26,305,0,7,0
"46365",0,0,0,0,0,0
"46366",118,11,0,0,0,0
"46368",369,129,81,0,5,0
"46371",71,0,0,0,0,0
"46373",114,0,0,0,0,0
"46374",21,0,0,0,0,0
"46375",189,10,26,0,13,0
"46376",2,0,0,0,0,0
"46377",0,0,0,0,0,0
"46379",8,0,0,0,0,0
"46381",13,0,0,0,0,0
"46382",19,0,0,0,0,0
"46383",443,27,0,9,12,0
"46385",649,53,2,0,6,0
"46390",22,0,0,0,0,0
"46391",184,56,186,0,19,0
"46392",135,0,0,0,0,0
"46393",6,0,0,0,0,0
"46394",47,72,0,0,0,0
"46402",0,14,36,0,0,0
"46403",18,41,257,0,0,0
"46404",0,0,404,0,0,0
"46405",50,121,7,0,0,0
"46406",15,18,136,0,0,0
"46407",0,0,255,0,0,0
"46408",4,0,125,0,0,0
"46409",4,0,195,0,0,0
"46410",141,103,331,19,0,0
"46501",37,9,0,0,0,0
"46502",0,0,0,0,0,0
"46504",26,32,0,0,0,0
"46506",120,0,0,8,0,0
"46507",127,0,0,0,0,0
"46508",0,0,0,0,0,0
"46510",44,2,0,0,0,0
"46511",43,0,0,0,0,0
"46514",656,93,37,0,0,0
"46516",180,45,45,0,23,0
"46517",209,60,28,0,16,0
"46524",85,0,0,0,0,0
"46526",308,97,6,0,0,0
"46528",296,14,38,0,0,0
"46530",447,0,31,0,39,0
"46531",31,0,0,0,0,0
"46532",24,0,0,0,0,0
"46534",109,40,0,0,0,0
"46536",19,0,0,0,0,0
"46537",6,0,0,0,0,0
"46538",71,0,0,0,0,0
"46539",23,0,0,0,0,0
"46540",114,12,0,0,0,0
"46542",46,2,0,0,0,0
"46543",21,0,0,0,0,0
"46544",292,18,36,0,43,0
"46545",155,17,0,0,13,0
"46550",168,0,0,0,0,0
"46552",67,0,0,0,0,0
"46553",73,0,0,0,0,0
"46554",28,0,0,0,0,0
"46555",7,0,0,0,0,0
"46556",0,0,0,0,0,0
"46561",270,0,0,0,0,0
"46562",61,9,0,0,0,0
"46563",232,81,15,0,0,0
"46565",34,0,0,0,0,0
"46567",86,0,0,0,0,0
"46570",0,0,0,0,0,0
"46571",45,0,0,0,0,0
"46573",85,0,0,0,0,0
"46574",100,9,0,0,0,0
"46580",206,53,8,0,36,0
"46582",170,34,0,0,0,0
"46590",29,7,0,0,0,0
"46595",0,0,0,0,0,0
"46601",8,0,36,0,0,0
"46613",79,37,42,0,6,0
"46614",185,55,24,0,0,0
"46615",93,5,83,0,11,0
"46616",0,7,8,0,0,0
"46617",29,22,72,0,8,0
"46619",58,108,70,0,0,0
"46628",210,40,301,0,0,0
"46635",50,6,0,0,0,0
"46637",235,15,0,0,0,0
"46701",125,5,7,0,0,0
"46702",27,0,0,0,0,0
"46703",232,0,0,0,0,0
"46704",0,0,0,0,0,0
"46705",37,0,0,0,0,0
"46706",183,44,0,0,0,0
"46710",67,0,0,0,0,0
"46711",98,0,15,0,0,0
"46714",180,11,0,0,0,0
"46721",92,0,0,0,0,0
"46723",75,0,0,0,0,0
"46725",262,13,3,0,0,0
"46730",70,0,0,0,0,0
"46731",0,0,0,0,0,0
"46732",58,7,0,0,0,0
"46733",204,10,0,0,0,0
"46737",85,0,0,0,0,0
"46738",42,0,0,0,0,0
"46740",19,0,0,0,14,0
"46741",15,0,0,0,0,0
"46742",50,0,0,0,0,0
"46743",31,0,0,0,0,0
"46745",67,0,0,0,0,0
"46746",15,32,0,0,0,0
"46747",45,3,0,0,0,0
"46748",77,0,0,0,0,0
"46750",418,0,0,0,0,0
"46755",257,0,0,0,9,0
"46759",0,0,0,0,0,0
"46760",15,0,0,0,0,0
"46761",77,18,0,0,0,0
"46763",21,0,0,0,0,0
"46764",19,0,0,0,0,0
"46765",100,0,3,0,0,0
"46766",0,0,0,0,0,0
"46767",64,14,0,0,0,0
"46770",52,0,0,0,0,0
"46771",0,0,0,0,0,0
"46772",22,0,0,0,0,0
"46773",106,0,0,0,0,0
"46774",194,0,20,0,0,0
"46776",7,2,0,0,0,0
"46777",144,0,0,0,0,0
"46779",24,0,0,0,0,0
"46781",0,0,0,0,0,0
"46783",199,3,0,0,0,0
"46784",41,0,0,0,0,0
"46785",3,0,0,0,0,0
"46786",0,0,0,0,0,0
"46787",60,0,0,0,0,0
"46788",18,0,0,0,0,0
"46791",22,0,0,0,0,0
"46792",34,0,0,0,0,0
"46793",80,0,0,0,0,0
"46794",61,0,0,0,0,0
"46795",75,0,0,0,0,0
"46797",74,0,0,0,0,0
"46798",38,0,0,0,0,0
"46799",0,0,0,0,0,0
"46802",15,23,20,0,0,0
"46803",63,11,64,0,0,0
"46804",496,36,0,0,30,0
"46805",104,43,44,0,2,0
"46806",94,153,325,0,28,23
"46807",175,137,15,0,0,0
"46808",193,7,12,0,0,0
"46809",94,14,7,0,0,0
"46814",147,0,0,0,0,0
"46815",312,40,101,12,39,0
"46816",91,16,112,0,64,0
"46818",231,0,9,0,0,0
"46819",65,7,0,0,0,0
"46825",280,7,72,0,0,0
"46835",334,26,76,0,10,0
"46845",532,16,10,0,0,0
"46901",349,11,158,0,29,0
"46902",273,2,41,0,11,0
"46910",84,18,0,0,0,0
"46911",11,0,0,0,0,0
"46913",39,0,0,0,0,0
"46914",34,0,0,0,0,0
"46915",8,0,0,0,0,0
"46917",73,0,0,0,0,0
"46919",60,8,0,0,0,0
"46920",4,0,0,0,0,0
"46922",0,0,0,0,0,0
"46923",121,9,0,0,0,0
"46926",19,0,0,0,0,0
"46928",127,0,0,0,0,0
"46929",50,0,0,0,0,0
"46930",0,0,0,0,0,0
"46931",1,0,0,0,0,0
"46932",70,0,0,0,0,0
"46933",73,0,0,0,0,0
"46936",120,22,0,0,0,0
"46938",39,4,0,0,0,0
"46939",37,1,0,0,0,0
"46940",26,0,0,0,0,0
"46941",12,0,0,0,0,0
"46943",0,0,0,0,0,0
"46946",12,0,0,0,0,0
"46947",378,32,11,0,16,3
"46950",17,0,0,0,0,0
"46951",27,0,0,0,0,0
"46952",145,49,7,0,0,0
"46953",270,42,56,0,0,0
"46957",0,0,0,0,0,0
"46958",0,0,0,0,0,0
"46959",0,0,0,0,0,0
"46960",40,0,0,0,0,0
"46961",0,0,0,0,0,0
"46962",28,0,0,0,0,0
"46967",0,0,0,0,0,0
"46968",0,0,0,0,0,0
"46970",247,0,64,0,0,0
"46974",52,0,0,0,0,0
"46975",212,0,0,0,0,0
"46978",24,0,0,0,0,0
"46979",113,0,0,0,0,0
"46982",32,0,0,0,0,0
"46984",0,0,0,0,0,0
"46985",10,0,0,0,0,0
"46986",9,0,0,0,0,0
"46987",7,0,0,0,0,0
"46988",16,0,0,0,0,0
"46989",105,0,8,0,0,0
"46990",18,0,0,0,0,0
"46991",19,0,0,0,0,0
"46992",226,1,0,0,0,0
"46994",32,0,0,0,0,0
"46996",62,0,0,0,9,0
"46998",0,0,0,0,0,0
"47001",171,0,0,0,14,0
"47003",29,0,0,0,0,0
"47006",209,0,0,0,0,0
"47010",0,0,0,0,0,0
"47011",0,0,0,0,0,0
"47012",254,0,1,0,0,0
"47016",27,0,0,0,0,0
"47017",0,0,0,0,0,0
"47018",45,0,0,0,0,0
"47020",23,0,0,0,0,0
"47022",50,0,0,0,0,0
"47023",24,0,0,0,0,0
"47024",88,13,0,0,0,0
"47025",359,59,0,0,0,0
"47030",27,0,0,0,0,0
"47031",62,0,0,0,0,0
"47032",11,0,0,0,0,0
"47034",4,0,0,0,0,0
"47035",0,0,0,0,0,0
"47036",16,0,0,0,0,0
"47037",41,0,0,0,0,0
"47038",27,0,0,0,0,0
"47040",64,0,0,0,0,0
"47041",196,0,0,0,0,0
"47042",83,0,0,0,0,0
"47043",93,0,0,0,0,0
"47060",128,0,0,0,0,0
"47102",41,0,0,0,0,0
"47104",0,0,0,0,0,0
"47106",30,0,0,0,0,0
"47108",12,0,0,0,0,0
"47110",0,0,0,0,0,0
"47111",230,20,30,0,0,0
"47112",213,0,0,0,0,0
"47114",0,0,0,0,0,0
"47115",27,0,0,0,0,0
"47116",12,0,0,0,0,0
"47117",105,0,0,0,0,0
"47118",61,0,0,14,0,0
"47119",124,0,0,0,0,0
"47120",0,0,0,0,0,0
"47122",129,0,0,0,0,0
"47123",0,0,0,0,0,0
"47124",71,0,0,0,0,0
"47125",0,0,0,0,0,0
"47126",43,0,0,0,0,0
"47129",167,42,19,0,0,0
"47130",341,27,37,0,65,0
"47135",32,0,0,0,0,0
"47136",77,0,0,0,0,0
"47137",12,0,0,0,0,0
"47138",75,0,0,0,0,0
"47140",31,0,0,0,0,0
"47141",55,0,0,0,0,0
"47142",0,0,0,0,0,0
"47143",20,0,0,0,0,0
"47145",8,0,0,0,0,0
"47147",0,0,0,0,0,0
"47150",601,1,29,0,11,0
"47160",0,0,0,0,0,0
"47161",82,0,0,0,0,0
"47162",22,0,0,0,0,0
"47163",29,0,0,0,0,0
"47164",33,0,0,0,0,0
"47165",148,0,0,0,0,0
"47166",13,0,0,0,0,0
"47167",146,10,0,0,0,0
"47170",232,0,0,0,0,0
"47172",326,29,0,0,0,0
"47175",11,0,0,0,0,0
"47177",8,0,0,0,0,0
"47201",448,99,30,0,11,0
"47203",334,8,32,0,0,0
"47220",26,0,1,0,0,0
"47223",21,0,0,0,0,0
"47224",0,0,0,0,0,0
"47226",1,0,0,0,0,0
"47227",8,0,0,0,0,0
"47229",83,0,0,0,0,0
"47230",12,0,0,0,0,0
"47231",1,0,0,0,0,0
"47232",72,0,0,0,0,0
"47234",12,0,0,0,0,0
"47235",22,0,0,0,0,0
"47240",284,0,10,0,0,0
"47243",61,0,0,0,0,0
"47244",21,0,0,0,0,0
"47246",135,0,0,0,0,0
"47247",0,0,0,0,0,0
"47250",188,13,24,0,0,0
"47260",15,0,0,0,0,0
"47263",33,0,0,0,0,0
"47264",0,0,0,0,0,0
"47265",370,30,0,0,0,0
"47270",0,0,0,0,0,0
"47272",29,0,0,0,0,0
"47273",15,0,0,0,0,0
"47274",300,35,0,0,0,0
"47280",0,0,0,0,0,0
"47281",9,0,0,0,0,0
"47282",4,0,0,0,0,0
"47283",53,0,0,0,0,0
"47302",227,0,27,0,0,0
"47303",137,80,15,0,0,0
"47304",376,0,11,0,0,0
"47305",35,0,21,0,0,0
"47306",0,0,0,0,0,0
"47320",54,0,0,0,0,0
"47324",0,0,0,0,0,0
"47325",0,16,0,0,0,0
"47326",14,0,0,0,0,0
"47327",43,0,0,0,0,0
"47330",77,0,0,0,0,0
"47331",313,0,5,0,0,0
"47334",45,0,0,0,0,0
"47335",12,0,0,0,0,0
"47336",36,0,0,0,0,0
"47337",0,0,0,0,0,0
"47338",11,2,0,0,0,0
"47339",11,0,0,0,0,0
"47340",32,0,0,0,0,0
"47341",27,0,0,0,0,0
"47342",79,0,0,0,0,0
"47344",0,0,0,0,0,0
"47345",38,0,0,0,0,0
"47346",67,0,0,0,0,0
"47348",119,7,5,0,0,0
"47351",7,0,0,0,0,0
"47352",11,0,0,0,0,0
"47353",61,0,0,0,0,0
"47354",14,0,0,0,0,0
"47355",33,0,7,0,0,0
"47356",56,0,0,0,0,0
"47357",42,0,0,0,0,0
"47358",8,0,0,0,0,0
"47359",49,6,0,0,0,0
"47360",30,0,0,0,0,0
"47361",0,0,0,0,0,0
"47362",624,0,52,0,0,0
"47367",0,0,0,0,0,0
"47368",37,0,0,0,0,0
"47369",28,0,0,0,0,0
"47371",114,0,1,0,0,0
"47373",22,0,0,0,0,0
"47374",369,15,35,0,31,0
"47380",38,0,0,0,0,0
"47381",0,0,0,0,0,0
"47382",5,0,0,0,0,0
"47383",41,0,0,0,17,0
"47384",38,0,0,0,0,0
"47385",43,0,0,0,0,0
"47386",15,0,0,0,0,0
"47387",0,0,0,0,0,0
"47388",8,0,0,0,0,0
"47390",41,8,0,0,0,0
"47393",9,0,0,0,0,0
"47394",18,0,0,0,0,0
"47396",37,0,0,0,0,0
"47401",281,13,0,0,49,0
"47403",208,27,5,0,11,0
"47404",154,7,55,0,0,0
"47405",0,0,0,0,0,0
"47406",0,0,0,0,0,0
"47408",98,0,0,0,12,0
"47420",0,0,0,0,0,0
"47421",306,0,0,0,18,0
"47424",66,0,2,0,0,0
"47427",0,0,0,0,0,0
"47429",65,0,0,0,0,0
"47431",8,0,0,0,0,0
"47432",110,11,0,0,0,0
"47433",77,0,0,0,0,0
"47434",0,0,0,0,0,0
"47436",48,0,0,0,0,0
"47437",0,0,0,0,0,0
"47438",37,10,0,0,0,0
"47441",36,0,0,0,0,0
