"","county","state","county_12th_hispanic","county_12th_white","county_12th_black","county_12th_native","county_12th_asianPI","id","total"
"1285","Manistee"," Michigan",6,246,37,0,0,"Manistee, Michigan",289
"1286","Marquette"," Michigan",5,827,12,14,11,"Marquette, Michigan",869
"1287","Mason"," Michigan",24,289,12,0,0,"Mason, Michigan",325
"1288","Mecosta"," Michigan",2,442,28,0,0,"Mecosta, Michigan",472
"1289","Menominee"," Michigan",0,327,0,5,0,"Menominee, Michigan",332
"1290","Midland"," Michigan",38,1008,20,3,93,"Midland, Michigan",1162
"1291","Missaukee"," Michigan",2,173,0,0,0,"Missaukee, Michigan",175
"1292","Monroe"," Michigan",85,2124,101,12,9,"Monroe, Michigan",2331
"1293","Montcalm"," Michigan",52,863,48,0,0,"Montcalm, Michigan",963
"1294","Montmorency"," Michigan",3,69,0,0,0,"Montmorency, Michigan",72
"1295","Muskegon"," Michigan",253,1822,663,16,25,"Muskegon, Michigan",2779
"1296","Newaygo"," Michigan",33,680,9,4,0,"Newaygo, Michigan",726
"1297","Oakland"," Michigan",851,12605,3109,108,898,"Oakland, Michigan",17571
"1298","Oceana"," Michigan",69,219,7,0,4,"Oceana, Michigan",299
"1299","Ogemaw"," Michigan",33,283,0,0,11,"Ogemaw, Michigan",327
"1300","Ontonagon"," Michigan",4,49,7,0,0,"Ontonagon, Michigan",60
"1301","Osceola"," Michigan",5,263,15,0,2,"Osceola, Michigan",285
"1302","Oscoda"," Michigan",0,48,0,0,0,"Oscoda, Michigan",48
"1303","Otsego"," Michigan",0,333,0,0,0,"Otsego, Michigan",333
"1304","Ottawa"," Michigan",351,2951,60,28,112,"Ottawa, Michigan",3502
"1305","Presque Isle"," Michigan",10,136,7,0,0,"Presque Isle, Michigan",153
"1306","Roscommon"," Michigan",0,181,10,0,22,"Roscommon, Michigan",213
"1307","Saginaw"," Michigan",165,1912,902,5,27,"Saginaw, Michigan",3011
"1308","St. Clair"," Michigan",132,2472,53,8,19,"St. Clair, Michigan",2684
"1309","St. Joseph"," Michigan",122,765,31,0,22,"St. Joseph, Michigan",940
"1310","Sanilac"," Michigan",12,467,0,0,0,"Sanilac, Michigan",479
"1311","Schoolcraft"," Michigan",0,106,0,5,8,"Schoolcraft, Michigan",119
"1312","Shiawassee"," Michigan",21,1030,12,0,0,"Shiawassee, Michigan",1063
"1313","Tuscola"," Michigan",36,907,30,6,0,"Tuscola, Michigan",979
"1314","Van Buren"," Michigan",193,956,92,6,0,"Van Buren, Michigan",1247
"1315","Washtenaw"," Michigan",345,2749,737,84,194,"Washtenaw, Michigan",4109
"1316","Wayne"," Michigan",2002,12451,15428,50,614,"Wayne, Michigan",30545
"1317","Wexford"," Michigan",0,371,0,3,0,"Wexford, Michigan",374
"1318","Aitkin"," Minnesota",0,200,0,11,1,"Aitkin, Minnesota",212
"1319","Anoka"," Minnesota",226,4737,375,54,279,"Anoka, Minnesota",5671
"1320","Becker"," Minnesota",20,346,0,55,5,"Becker, Minnesota",426
"1321","Beltrami"," Minnesota",49,361,20,188,3,"Beltrami, Minnesota",621
"1322","Benton"," Minnesota",10,426,100,0,0,"Benton, Minnesota",536
"1323","Big Stone"," Minnesota",0,47,0,0,0,"Big Stone, Minnesota",47
"1324","Blue Earth"," Minnesota",33,526,22,0,3,"Blue Earth, Minnesota",584
"1325","Brown"," Minnesota",20,352,1,0,0,"Brown, Minnesota",373
"1326","Carlton"," Minnesota",10,443,38,46,2,"Carlton, Minnesota",539
"1327","Carver"," Minnesota",73,1357,1,0,60,"Carver, Minnesota",1491
"1328","Cass"," Minnesota",8,201,2,25,0,"Cass, Minnesota",236
"1329","Chippewa"," Minnesota",0,195,2,0,7,"Chippewa, Minnesota",204
"1330","Chisago"," Minnesota",9,933,37,0,2,"Chisago, Minnesota",981
"1331","Clay"," Minnesota",54,592,1,19,0,"Clay, Minnesota",666
"1332","Clearwater"," Minnesota",0,102,0,8,1,"Clearwater, Minnesota",111
"1333","Cook"," Minnesota",0,46,1,2,0,"Cook, Minnesota",49
"1334","Cottonwood"," Minnesota",49,189,0,0,7,"Cottonwood, Minnesota",245
"1335","Crow Wing"," Minnesota",0,866,22,72,8,"Crow Wing, Minnesota",968
"1336","Dakota"," Minnesota",548,5081,374,29,236,"Dakota, Minnesota",6268
"1337","Dodge"," Minnesota",11,337,0,0,0,"Dodge, Minnesota",348
"1338","Douglas"," Minnesota",15,415,8,1,0,"Douglas, Minnesota",439
"1339","Faribault"," Minnesota",13,170,0,0,0,"Faribault, Minnesota",183
"1340","Fillmore"," Minnesota",0,291,0,0,0,"Fillmore, Minnesota",291
"1341","Freeborn"," Minnesota",69,361,29,0,4,"Freeborn, Minnesota",463
"1342","Goodhue"," Minnesota",90,644,17,5,6,"Goodhue, Minnesota",762
"1343","Grant"," Minnesota",2,89,0,0,0,"Grant, Minnesota",91
"1344","Hennepin"," Minnesota",1748,8829,3567,220,1295,"Hennepin, Minnesota",15659
"1345","Houston"," Minnesota",16,306,4,0,3,"Houston, Minnesota",329
"1346","Hubbard"," Minnesota",16,273,4,0,0,"Hubbard, Minnesota",293
"1347","Isanti"," Minnesota",55,577,0,2,10,"Isanti, Minnesota",644
"1348","Itasca"," Minnesota",8,586,12,23,0,"Itasca, Minnesota",629
"1349","Jackson"," Minnesota",1,128,0,0,4,"Jackson, Minnesota",133
"1350","Kanabec"," Minnesota",11,246,4,1,0,"Kanabec, Minnesota",262
"1351","Kandiyohi"," Minnesota",45,357,30,0,3,"Kandiyohi, Minnesota",435
"1352","Kittson"," Minnesota",2,56,0,0,0,"Kittson, Minnesota",58
"1353","Koochiching"," Minnesota",0,199,7,0,0,"Koochiching, Minnesota",206
"1354","Lac qui Parle"," Minnesota",0,100,0,0,0,"Lac qui Parle, Minnesota",100
"1355","Lake"," Minnesota",0,142,0,0,0,"Lake, Minnesota",142
"1356","Lake of the Woods"," Minnesota",0,27,0,0,0,"Lake of the Woods, Minnesota",27
"1357","Le Sueur"," Minnesota",22,363,14,4,1,"Le Sueur, Minnesota",404
"1358","Lincoln"," Minnesota",3,66,4,0,2,"Lincoln, Minnesota",75
