"","county","state","county_12th_hispanic","county_12th_white","county_12th_black","county_12th_native","county_12th_asianPI","id","total"
"356","Lafayette"," Florida",130,65,24,0,0,"Lafayette, Florida",219
"357","Lake"," Florida",607,2724,660,22,64,"Lake, Florida",4077
"358","Lee"," Florida",2171,4305,1357,112,170,"Lee, Florida",8115
"359","Leon"," Florida",206,1471,1655,38,58,"Leon, Florida",3428
"360","Levy"," Florida",14,378,190,0,0,"Levy, Florida",582
"361","Liberty"," Florida",0,49,32,38,0,"Liberty, Florida",119
"362","Madison"," Florida",3,96,124,0,0,"Madison, Florida",223
"363","Manatee"," Florida",534,2367,246,0,99,"Manatee, Florida",3246
"364","Marion"," Florida",802,2218,839,45,47,"Marion, Florida",3951
"365","Martin"," Florida",311,1153,298,0,11,"Martin, Florida",1773
"366","Miami-Dade"," Florida",23399,4231,10700,0,546,"Miami-Dade, Florida",38876
"367","Monroe"," Florida",114,439,56,0,41,"Monroe, Florida",650
"368","Nassau"," Florida",86,803,132,0,0,"Nassau, Florida",1021
"369","Okaloosa"," Florida",327,1453,296,41,84,"Okaloosa, Florida",2201
"370","Okeechobee"," Florida",169,437,120,0,0,"Okeechobee, Florida",726
"371","Orange"," Florida",5256,5477,4615,25,795,"Orange, Florida",16168
"372","Osceola"," Florida",2209,1032,810,0,208,"Osceola, Florida",4259
"373","Palm Beach"," Florida",4155,7345,4521,85,499,"Palm Beach, Florida",16605
"374","Pasco"," Florida",1036,3313,618,17,245,"Pasco, Florida",5229
"375","Pinellas"," Florida",1469,6348,1503,23,383,"Pinellas, Florida",9726
"376","Polk"," Florida",1895,3889,1389,14,239,"Polk, Florida",7426
"377","Putnam"," Florida",116,600,155,4,6,"Putnam, Florida",881
"378","St. Johns"," Florida",252,2126,247,25,64,"St. Johns, Florida",2714
"379","St. Lucie"," Florida",683,1669,985,0,0,"St. Lucie, Florida",3337
"380","Santa Rosa"," Florida",61,1786,116,0,131,"Santa Rosa, Florida",2094
"381","Sarasota"," Florida",482,2809,400,8,37,"Sarasota, Florida",3736
"382","Seminole"," Florida",1597,3772,698,66,163,"Seminole, Florida",6296
"383","Sumter"," Florida",86,425,388,16,5,"Sumter, Florida",920
"384","Suwannee"," Florida",29,167,125,0,33,"Suwannee, Florida",354
"385","Taylor"," Florida",0,312,26,0,0,"Taylor, Florida",338
"386","Union"," Florida",82,78,4,0,0,"Union, Florida",164
"387","Volusia"," Florida",1026,3384,873,9,42,"Volusia, Florida",5334
"388","Wakulla"," Florida",0,353,197,0,0,"Wakulla, Florida",550
"389","Walton"," Florida",36,502,94,0,25,"Walton, Florida",657
"390","Washington"," Florida",0,135,52,1,0,"Washington, Florida",188
"391","Appling"," Georgia",0,181,101,0,0,"Appling, Georgia",282
"392","Atkinson"," Georgia",16,100,50,0,0,"Atkinson, Georgia",166
"393","Bacon"," Georgia",0,72,72,0,0,"Bacon, Georgia",144
"394","Baker"," Georgia",0,22,10,0,0,"Baker, Georgia",32
"395","Baldwin"," Georgia",37,199,157,0,0,"Baldwin, Georgia",393
"396","Banks"," Georgia",36,195,0,0,19,"Banks, Georgia",250
"397","Barrow"," Georgia",23,600,189,14,24,"Barrow, Georgia",850
"398","Bartow"," Georgia",149,1271,220,32,25,"Bartow, Georgia",1697
"399","Ben Hill"," Georgia",0,69,105,0,0,"Ben Hill, Georgia",174
"400","Berrien"," Georgia",0,274,42,0,21,"Berrien, Georgia",337
"401","Bibb"," Georgia",4,528,1497,0,47,"Bibb, Georgia",2076
"402","Bleckley"," Georgia",0,99,6,0,0,"Bleckley, Georgia",105
"403","Brantley"," Georgia",0,153,3,0,43,"Brantley, Georgia",199
"404","Brooks"," Georgia",7,87,73,0,0,"Brooks, Georgia",167
"405","Bryan"," Georgia",15,427,81,0,14,"Bryan, Georgia",537
"406","Bulloch"," Georgia",0,342,278,0,0,"Bulloch, Georgia",620
"407","Burke"," Georgia",0,90,251,0,0,"Burke, Georgia",341
"408","Butts"," Georgia",6,221,158,0,0,"Butts, Georgia",385
"409","Calhoun"," Georgia",6,21,215,0,0,"Calhoun, Georgia",242
"410","Camden"," Georgia",54,549,122,0,0,"Camden, Georgia",725
"411","Candler"," Georgia",45,161,12,0,0,"Candler, Georgia",218
"412","Carroll"," Georgia",186,1388,457,0,13,"Carroll, Georgia",2044
"413","Catoosa"," Georgia",33,708,89,0,42,"Catoosa, Georgia",872
"414","Charlton"," Georgia",43,115,53,0,0,"Charlton, Georgia",211
"415","Chatham"," Georgia",161,995,1658,54,87,"Chatham, Georgia",2955
"416","Chattahoochee"," Georgia",22,246,48,0,17,"Chattahoochee, Georgia",333
"417","Chattooga"," Georgia",1,340,11,0,0,"Chattooga, Georgia",352
"418","Cherokee"," Georgia",507,2278,357,0,101,"Cherokee, Georgia",3243
"419","Clarke"," Georgia",224,201,715,0,0,"Clarke, Georgia",1140
"420","Clay"," Georgia",0,3,18,0,0,"Clay, Georgia",21
"421","Clayton"," Georgia",393,268,3679,0,262,"Clayton, Georgia",4602
"422","Clinch"," Georgia",0,70,26,0,0,"Clinch, Georgia",96
"423","Cobb"," Georgia",1495,5190,3472,0,319,"Cobb, Georgia",10476
"424","Coffee"," Georgia",15,230,186,0,0,"Coffee, Georgia",431
"425","Colquitt"," Georgia",176,403,322,0,0,"Colquitt, Georgia",901
"426","Columbia"," Georgia",184,1068,465,0,62,"Columbia, Georgia",1779
"427","Cook"," Georgia",5,91,168,0,0,"Cook, Georgia",264
"428","Coweta"," Georgia",283,1475,539,2,13,"Coweta, Georgia",2312
"429","Crawford"," Georgia",0,181,53,0,0,"Crawford, Georgia",234
"430","Crisp"," Georgia",14,105,167,0,24,"Crisp, Georgia",310
"431","Dade"," Georgia",0,174,3,0,0,"Dade, Georgia",177
"432","Dawson"," Georgia",0,352,0,0,0,"Dawson, Georgia",352
"433","Decatur"," Georgia",0,144,211,0,0,"Decatur, Georgia",355
"434","DeKalb"," Georgia",840,1195,6066,21,333,"DeKalb, Georgia",8455
"435","Dodge"," Georgia",21,185,56,0,0,"Dodge, Georgia",262
"436","Dooly"," Georgia",31,42,171,0,0,"Dooly, Georgia",244
"437","Dougherty"," Georgia",97,198,1399,0,0,"Dougherty, Georgia",1694
"438","Douglas"," Georgia",147,800,1294,0,27,"Douglas, Georgia",2268
"439","Early"," Georgia",0,83,146,0,0,"Early, Georgia",229
"440","Echols"," Georgia",4,88,0,0,0,"Echols, Georgia",92
"441","Effingham"," Georgia",16,793,93,0,0,"Effingham, Georgia",902
"442","Elbert"," Georgia",21,153,62,0,0,"Elbert, Georgia",236
"443","Emanuel"," Georgia",18,162,111,0,0,"Emanuel, Georgia",291
"444","Evans"," Georgia",0,41,106,0,0,"Evans, Georgia",147
"445","Fannin"," Georgia",0,315,0,0,0,"Fannin, Georgia",315
"446","Fayette"," Georgia",194,1403,405,7,229,"Fayette, Georgia",2238
"447","Floyd"," Georgia",111,869,187,35,10,"Floyd, Georgia",1212
"448","Forsyth"," Georgia",289,1817,108,0,197,"Forsyth, Georgia",2411
"449","Franklin"," Georgia",0,103,27,5,0,"Franklin, Georgia",135
"450","Fulton"," Georgia",1061,4474,7836,3,478,"Fulton, Georgia",13852
"451","Gilmer"," Georgia",25,314,10,0,0,"Gilmer, Georgia",349
"452","Glascock"," Georgia",0,35,0,0,0,"Glascock, Georgia",35
"453","Glynn"," Georgia",74,361,471,0,0,"Glynn, Georgia",906
"454","Gordon"," Georgia",196,757,0,0,0,"Gordon, Georgia",953
"455","Grady"," Georgia",44,185,136,0,0,"Grady, Georgia",365
"456","Greene"," Georgia",107,55,73,0,0,"Greene, Georgia",235
"457","Gwinnett"," Georgia",2430,4960,4555,17,1366,"Gwinnett, Georgia",13328
"458","Habersham"," Georgia",142,389,181,0,0,"Habersham, Georgia",712
"459","Hall"," Georgia",759,1447,222,0,99,"Hall, Georgia",2527
"460","Hancock"," Georgia",8,0,172,0,0,"Hancock, Georgia",180
"461","Haralson"," Georgia",0,244,94,0,0,"Haralson, Georgia",338
"462","Harris"," Georgia",0,392,169,0,0,"Harris, Georgia",561
"463","Hart"," Georgia",0,109,142,0,0,"Hart, Georgia",251
"464","Heard"," Georgia",0,168,0,0,0,"Heard, Georgia",168
"465","Henry"," Georgia",440,1592,1627,0,72,"Henry, Georgia",3731
"466","Houston"," Georgia",72,1189,784,0,35,"Houston, Georgia",2080
"467","Irwin"," Georgia",0,62,54,0,0,"Irwin, Georgia",116
"468","Jackson"," Georgia",130,478,87,0,60,"Jackson, Georgia",755
"469","Jasper"," Georgia",0,219,45,0,0,"Jasper, Georgia",264
"470","Jeff Davis"," Georgia",37,137,28,0,0,"Jeff Davis, Georgia",202
"471","Jefferson"," Georgia",43,29,259,0,0,"Jefferson, Georgia",331
"472","Jenkins"," Georgia",0,56,22,0,0,"Jenkins, Georgia",78
"473","Johnson"," Georgia",0,56,99,0,21,"Johnson, Georgia",176
"474","Jones"," Georgia",138,156,32,0,0,"Jones, Georgia",326
"475","Lamar"," Georgia",0,143,115,0,0,"Lamar, Georgia",258
"476","Lanier"," Georgia",10,24,1,0,0,"Lanier, Georgia",35
"477","Laurens"," Georgia",0,359,205,0,12,"Laurens, Georgia",576
"478","Lee"," Georgia",0,318,80,0,18,"Lee, Georgia",416
"479","Liberty"," Georgia",46,115,384,0,0,"Liberty, Georgia",545
"480","Lincoln"," Georgia",0,41,17,0,0,"Lincoln, Georgia",58
"481","Long"," Georgia",0,64,48,0,0,"Long, Georgia",112
"482","Lowndes"," Georgia",86,706,948,0,32,"Lowndes, Georgia",1772
"483","Lumpkin"," Georgia",81,255,117,0,28,"Lumpkin, Georgia",481
"484","McDuffie"," Georgia",0,250,213,0,0,"McDuffie, Georgia",463
"485","McIntosh"," Georgia",0,114,40,22,0,"McIntosh, Georgia",176
"486","Macon"," Georgia",0,65,114,0,0,"Macon, Georgia",179
"487","Madison"," Georgia",31,300,17,10,0,"Madison, Georgia",358
"488","Marion"," Georgia",57,29,43,0,0,"Marion, Georgia",129
"489","Meriwether"," Georgia",2,220,48,0,0,"Meriwether, Georgia",270
"490","Miller"," Georgia",0,38,42,0,0,"Miller, Georgia",80
"491","Mitchell"," Georgia",16,170,225,0,0,"Mitchell, Georgia",411
"492","Monroe"," Georgia",24,401,155,0,0,"Monroe, Georgia",580
"493","Montgomery"," Georgia",0,108,65,0,0,"Montgomery, Georgia",173
"494","Morgan"," Georgia",0,248,118,0,0,"Morgan, Georgia",366
"495","Murray"," Georgia",56,419,0,0,0,"Murray, Georgia",475
"496","Muscogee"," Georgia",179,613,1739,0,30,"Muscogee, Georgia",2561
"497","Newton"," Georgia",265,601,1307,0,0,"Newton, Georgia",2173
"498","Oconee"," Georgia",15,628,89,0,27,"Oconee, Georgia",759
"499","Oglethorpe"," Georgia",32,246,53,0,0,"Oglethorpe, Georgia",331
"500","Paulding"," Georgia",95,1335,591,0,0,"Paulding, Georgia",2021
"501","Peach"," Georgia",28,187,170,0,0,"Peach, Georgia",385
"502","Pickens"," Georgia",0,372,3,0,0,"Pickens, Georgia",375
"503","Pierce"," Georgia",8,90,112,0,0,"Pierce, Georgia",210
"504","Pike"," Georgia",0,228,24,0,0,"Pike, Georgia",252
"505","Polk"," Georgia",46,287,160,0,0,"Polk, Georgia",493
"506","Pulaski"," Georgia",13,109,74,0,0,"Pulaski, Georgia",196
"507","Putnam"," Georgia",0,126,93,0,0,"Putnam, Georgia",219
"508","Quitman"," Georgia",0,0,29,0,0,"Quitman, Georgia",29
"509","Rabun"," Georgia",0,241,26,0,0,"Rabun, Georgia",267
"510","Randolph"," Georgia",0,20,8,0,0,"Randolph, Georgia",28
"511","Richmond"," Georgia",89,874,1659,0,43,"Richmond, Georgia",2665
"512","Rockdale"," Georgia",128,665,1316,17,14,"Rockdale, Georgia",2140
"513","Schley"," Georgia",0,35,20,0,0,"Schley, Georgia",55
"514","Screven"," Georgia",17,69,116,0,0,"Screven, Georgia",202
"515","Seminole"," Georgia",6,47,39,0,5,"Seminole, Georgia",97
"516","Spalding"," Georgia",11,243,586,30,39,"Spalding, Georgia",909
"517","Stephens"," Georgia",0,224,68,0,0,"Stephens, Georgia",292
"518","Stewart"," Georgia",0,24,104,0,0,"Stewart, Georgia",128
"519","Sumter"," Georgia",15,58,436,0,0,"Sumter, Georgia",509
"520","Talbot"," Georgia",11,0,166,0,0,"Talbot, Georgia",177
"521","Taliaferro"," Georgia",9,3,17,0,0,"Taliaferro, Georgia",29
"522","Tattnall"," Georgia",0,300,121,0,0,"Tattnall, Georgia",421
"523","Taylor"," Georgia",2,47,88,0,0,"Taylor, Georgia",137
"524","Telfair"," Georgia",0,141,166,0,0,"Telfair, Georgia",307
"525","Terrell"," Georgia",0,27,84,0,0,"Terrell, Georgia",111
"526","Thomas"," Georgia",0,251,565,0,0,"Thomas, Georgia",816
"527","Tift"," Georgia",110,163,208,0,0,"Tift, Georgia",481
"528","Toombs"," Georgia",51,277,84,0,0,"Toombs, Georgia",412
"529","Towns"," Georgia",0,181,0,0,0,"Towns, Georgia",181
"530","Treutlen"," Georgia",0,40,30,0,0,"Treutlen, Georgia",70
"531","Troup"," Georgia",14,494,485,0,14,"Troup, Georgia",1007
"532","Turner"," Georgia",0,23,53,0,0,"Turner, Georgia",76
"533","Twiggs"," Georgia",0,84,75,0,0,"Twiggs, Georgia",159
"534","Union"," Georgia",0,141,17,0,0,"Union, Georgia",158
"535","Upson"," Georgia",28,337,196,0,0,"Upson, Georgia",561
"536","Walker"," Georgia",7,671,18,16,0,"Walker, Georgia",712
"537","Walton"," Georgia",119,843,335,11,0,"Walton, Georgia",1308
"538","Ware"," Georgia",26,322,186,0,0,"Ware, Georgia",534
"539","Warren"," Georgia",0,24,71,0,0,"Warren, Georgia",95
"540","Washington"," Georgia",36,39,132,0,0,"Washington, Georgia",207
"541","Wayne"," Georgia",29,277,106,0,0,"Wayne, Georgia",412
"542","Webster"," Georgia",0,0,29,0,0,"Webster, Georgia",29
"543","Wheeler"," Georgia",0,23,5,0,0,"Wheeler, Georgia",28
"544","White"," Georgia",26,302,6,0,0,"White, Georgia",334
"545","Whitfield"," Georgia",742,566,3,13,0,"Whitfield, Georgia",1324
"546","Wilcox"," Georgia",19,19,52,0,0,"Wilcox, Georgia",90
"547","Wilkes"," Georgia",0,105,51,0,0,"Wilkes, Georgia",156
"548","Wilkinson"," Georgia",5,47,58,0,0,"Wilkinson, Georgia",110
"549","Worth"," Georgia",0,77,61,0,0,"Worth, Georgia",138
"550","Hawaii"," Hawaii",247,442,14,0,859,"Hawaii, Hawaii",1562
"551","Honolulu"," Hawaii",1683,911,358,89,6178,"Honolulu, Hawaii",9219
"552","Kalawao"," Hawaii",0,0,0,0,0,"Kalawao, Hawaii",0
"553","Kauai"," Hawaii",163,78,0,0,587,"Kauai, Hawaii",828
"554","Maui"," Hawaii",259,312,7,0,885,"Maui, Hawaii",1463
"555","Ada"," Idaho",631,4411,5,28,122,"Ada, Idaho",5197
"556","Adams"," Idaho",0,37,0,0,0,"Adams, Idaho",37
"557","Bannock"," Idaho",166,821,13,59,7,"Bannock, Idaho",1066
"558","Bear Lake"," Idaho",10,52,0,0,0,"Bear Lake, Idaho",62
"559","Benewah"," Idaho",34,49,1,5,0,"Benewah, Idaho",89
"560","Bingham"," Idaho",91,444,0,38,0,"Bingham, Idaho",573
"561","Blaine"," Idaho",68,158,0,0,0,"Blaine, Idaho",226
"562","Boise"," Idaho",1,32,2,0,0,"Boise, Idaho",35
"563","Bonner"," Idaho",5,399,0,0,0,"Bonner, Idaho",404
"564","Bonneville"," Idaho",330,1576,13,0,12,"Bonneville, Idaho",1931
"565","Boundary"," Idaho",32,30,0,0,0,"Boundary, Idaho",62
"566","Butte"," Idaho",5,66,16,0,0,"Butte, Idaho",87
"567","Camas"," Idaho",36,31,0,0,0,"Camas, Idaho",67
"568","Canyon"," Idaho",985,1685,0,0,39,"Canyon, Idaho",2709
"569","Caribou"," Idaho",7,98,0,0,0,"Caribou, Idaho",105
"570","Cassia"," Idaho",191,280,0,0,0,"Cassia, Idaho",471
"571","Clark"," Idaho",5,0,0,0,0,"Clark, Idaho",5
"572","Clearwater"," Idaho",7,58,0,5,0,"Clearwater, Idaho",70
"573","Custer"," Idaho",0,61,0,0,0,"Custer, Idaho",61
"574","Elmore"," Idaho",137,262,26,17,0,"Elmore, Idaho",442
"575","Franklin"," Idaho",0,221,0,12,0,"Franklin, Idaho",233
"576","Fremont"," Idaho",47,187,0,0,0,"Fremont, Idaho",234
"577","Gem"," Idaho",0,213,0,0,0,"Gem, Idaho",213
"578","Gooding"," Idaho",103,102,0,0,8,"Gooding, Idaho",213
"579","Idaho"," Idaho",39,166,0,1,3,"Idaho, Idaho",209
"580","Jefferson"," Idaho",23,376,0,0,0,"Jefferson, Idaho",399
"581","Jerome"," Idaho",161,59,0,1,0,"Jerome, Idaho",221
"582","Kootenai"," Idaho",103,2121,0,54,0,"Kootenai, Idaho",2278
"583","Latah"," Idaho",67,417,0,0,8,"Latah, Idaho",492
"584","Lemhi"," Idaho",6,80,0,0,0,"Lemhi, Idaho",86
"585","Lewis"," Idaho",0,55,0,3,0,"Lewis, Idaho",58
"586","Lincoln"," Idaho",21,64,0,0,0,"Lincoln, Idaho",85
"587","Madison"," Idaho",28,387,22,0,0,"Madison, Idaho",437
"588","Minidoka"," Idaho",177,154,0,0,0,"Minidoka, Idaho",331
"589","Nez Perce"," Idaho",42,309,4,62,2,"Nez Perce, Idaho",419
"590","Oneida"," Idaho",0,73,0,0,0,"Oneida, Idaho",73
"591","Owyhee"," Idaho",165,149,0,18,0,"Owyhee, Idaho",332
"592","Payette"," Idaho",92,248,0,0,0,"Payette, Idaho",340
"593","Power"," Idaho",0,180,0,2,0,"Power, Idaho",182
"594","Shoshone"," Idaho",0,221,0,0,0,"Shoshone, Idaho",221
"595","Teton"," Idaho",70,203,0,0,0,"Teton, Idaho",273
"596","Twin Falls"," Idaho",188,898,0,14,44,"Twin Falls, Idaho",1144
"597","Valley"," Idaho",1,219,0,0,0,"Valley, Idaho",220
"598","Washington"," Idaho",20,100,0,0,8,"Washington, Idaho",128
"599","Adams"," Illinois",0,800,142,0,14,"Adams, Illinois",956
"600","Alexander"," Illinois",23,23,39,0,0,"Alexander, Illinois",85
"601","Bond"," Illinois",0,178,0,0,0,"Bond, Illinois",178
"602","Boone"," Illinois",105,746,44,0,34,"Boone, Illinois",929
"603","Brown"," Illinois",27,103,107,0,0,"Brown, Illinois",237
"604","Bureau"," Illinois",39,416,0,0,2,"Bureau, Illinois",457
"605","Calhoun"," Illinois",0,49,0,0,0,"Calhoun, Illinois",49
"606","Carroll"," Illinois",0,124,0,0,0,"Carroll, Illinois",124
"607","Cass"," Illinois",0,78,34,0,0,"Cass, Illinois",112
"608","Champaign"," Illinois",212,1335,601,8,110,"Champaign, Illinois",2266
"609","Christian"," Illinois",0,450,21,0,28,"Christian, Illinois",499
"610","Clark"," Illinois",5,270,0,0,0,"Clark, Illinois",275
"611","Clay"," Illinois",0,98,0,0,0,"Clay, Illinois",98
"612","Clinton"," Illinois",31,453,22,0,0,"Clinton, Illinois",506
"613","Coles"," Illinois",0,536,18,0,18,"Coles, Illinois",572
"614","Cook"," Illinois",24437,24108,25902,100,3262,"Cook, Illinois",77809
"615","Crawford"," Illinois",4,217,0,0,0,"Crawford, Illinois",221
"616","Cumberland"," Illinois",0,82,1,0,0,"Cumberland, Illinois",83
"617","DeKalb"," Illinois",241,1096,60,0,24,"DeKalb, Illinois",1421
"618","De Witt"," Illinois",56,297,0,0,0,"De Witt, Illinois",353
"619","Douglas"," Illinois",33,266,0,0,0,"Douglas, Illinois",299
"620","DuPage"," Illinois",2368,9347,844,24,1309,"DuPage, Illinois",13892
"621","Edgar"," Illinois",0,197,0,0,0,"Edgar, Illinois",197
"622","Edwards"," Illinois",0,79,3,0,0,"Edwards, Illinois",82
"623","Effingham"," Illinois",19,443,0,0,0,"Effingham, Illinois",462
"624","Fayette"," Illinois",0,237,0,0,55,"Fayette, Illinois",292
"625","Ford"," Illinois",15,238,0,0,6,"Ford, Illinois",259
"626","Franklin"," Illinois",27,432,1,0,0,"Franklin, Illinois",460
"627","Fulton"," Illinois",37,435,29,0,0,"Fulton, Illinois",501
"628","Gallatin"," Illinois",0,46,0,0,0,"Gallatin, Illinois",46
"629","Greene"," Illinois",2,184,4,0,0,"Greene, Illinois",190
"630","Grundy"," Illinois",28,654,0,0,0,"Grundy, Illinois",682
"631","Hamilton"," Illinois",10,128,1,0,0,"Hamilton, Illinois",139
"632","Hancock"," Illinois",12,195,0,12,0,"Hancock, Illinois",219
"633","Hardin"," Illinois",0,46,12,0,0,"Hardin, Illinois",58
"634","Henderson"," Illinois",1,63,0,0,0,"Henderson, Illinois",64
"635","Henry"," Illinois",20,530,37,0,0,"Henry, Illinois",587
"636","Iroquois"," Illinois",9,366,0,0,0,"Iroquois, Illinois",375
"637","Jackson"," Illinois",31,324,134,0,90,"Jackson, Illinois",579
"638","Jasper"," Illinois",0,144,1,0,1,"Jasper, Illinois",146
"639","Jefferson"," Illinois",55,378,24,6,0,"Jefferson, Illinois",463
"640","Jersey"," Illinois",10,193,0,0,0,"Jersey, Illinois",203
"641","Jo Daviess"," Illinois",11,148,0,0,8,"Jo Daviess, Illinois",167
"642","Johnson"," Illinois",0,169,8,0,0,"Johnson, Illinois",177
"643","Kane"," Illinois",2956,4000,906,4,309,"Kane, Illinois",8175
"644","Kankakee"," Illinois",135,1079,348,14,16,"Kankakee, Illinois",1592
"645","Kendall"," Illinois",316,965,17,0,38,"Kendall, Illinois",1336
"646","Knox"," Illinois",72,525,107,0,0,"Knox, Illinois",704
"647","Lake"," Illinois",2929,6783,1120,24,709,"Lake, Illinois",11565
"648","La Salle"," Illinois",131,1263,92,0,0,"La Salle, Illinois",1486
"649","Lawrence"," Illinois",10,108,136,0,0,"Lawrence, Illinois",254
"650","Lee"," Illinois",94,517,123,0,0,"Lee, Illinois",734
"651","Livingston"," Illinois",59,352,78,0,6,"Livingston, Illinois",495
"652","Logan"," Illinois",73,295,313,0,0,"Logan, Illinois",681
"653","McDonough"," Illinois",29,264,39,0,0,"McDonough, Illinois",332
"654","McHenry"," Illinois",862,4321,90,46,83,"McHenry, Illinois",5402
"655","McLean"," Illinois",139,1912,260,0,15,"McLean, Illinois",2326
"656","Macon"," Illinois",29,1034,327,0,14,"Macon, Illinois",1404
"657","Macoupin"," Illinois",5,437,0,0,0,"Macoupin, Illinois",442
"658","Madison"," Illinois",96,2736,450,0,40,"Madison, Illinois",3322
"659","Marion"," Illinois",11,463,31,0,8,"Marion, Illinois",513
"660","Marshall"," Illinois",0,148,0,0,0,"Marshall, Illinois",148
"661","Mason"," Illinois",0,197,0,0,0,"Mason, Illinois",197
"662","Massac"," Illinois",0,162,24,0,0,"Massac, Illinois",186
"663","Menard"," Illinois",9,223,0,0,0,"Menard, Illinois",232
"664","Mercer"," Illinois",0,209,6,0,3,"Mercer, Illinois",218
